,point,Building,Zone,Room_Number,Sensor_Type
48051,SOCS.AHU07.RM1242_MIX.Zone Air Temp,SOCS,AHU07,RM1242_MIX,Zone Air Temp
48052,SOCS.AHU07.RM1242_MIX.Zone Air Temp Sp,SOCS,AHU07,RM1242_MIX,Zone Air Temp Sp
48053,SOCS.AHU07.RM1242_MIX.Zone Day Night Mode,SOCS,AHU07,RM1242_MIX,Zone Day Night Mode
48054,SOCS.AHU07.RM1242_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM1242_MIX,Zone Reheat Valve Command
48055,SOCS.AHU07.RM1243_MIX.Zone Air Damper Command,SOCS,AHU07,RM1243_MIX,Zone Air Damper Command
48056,SOCS.AHU07.RM1243_MIX.Zone Air Temp,SOCS,AHU07,RM1243_MIX,Zone Air Temp
48057,SOCS.AHU07.RM1243_MIX.Zone Air Temp Sp,SOCS,AHU07,RM1243_MIX,Zone Air Temp Sp
48058,SOCS.AHU07.RM1243_MIX.Zone Day Night Mode,SOCS,AHU07,RM1243_MIX,Zone Day Night Mode
48059,SOCS.AHU07.RM1243_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM1243_MIX,Zone Reheat Valve Command
48060,SOCS.AHU07.RM1282_MIX.Zone Air Damper Command,SOCS,AHU07,RM1282_MIX,Zone Air Damper Command
48061,SOCS.AHU07.RM1282_MIX.Zone Air Temp,SOCS,AHU07,RM1282_MIX,Zone Air Temp
48062,SOCS.AHU07.RM1282_MIX.Zone Air Temp Sp,SOCS,AHU07,RM1282_MIX,Zone Air Temp Sp
48063,SOCS.AHU07.RM1282_MIX.Zone Day Night Mode,SOCS,AHU07,RM1282_MIX,Zone Day Night Mode
48064,SOCS.AHU07.RM1282_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM1282_MIX,Zone Reheat Valve Command
48065,SOCS.AHU07.RM1283_MIX.Zone Air Damper Command,SOCS,AHU07,RM1283_MIX,Zone Air Damper Command
48066,SOCS.AHU07.RM1283_MIX.Zone Air Temp,SOCS,AHU07,RM1283_MIX,Zone Air Temp
48067,SOCS.AHU07.RM1283_MIX.Zone Air Temp Sp,SOCS,AHU07,RM1283_MIX,Zone Air Temp Sp
48068,SOCS.AHU07.RM1283_MIX.Zone Day Night Mode,SOCS,AHU07,RM1283_MIX,Zone Day Night Mode
48069,SOCS.AHU07.RM1283_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM1283_MIX,Zone Reheat Valve Command
48070,SOCS.AHU07.RM1285_MIX.Zone Air Damper Command,SOCS,AHU07,RM1285_MIX,Zone Air Damper Command
48071,SOCS.AHU07.RM1285_MIX.Zone Air Temp,SOCS,AHU07,RM1285_MIX,Zone Air Temp
48072,SOCS.AHU07.RM1285_MIX.Zone Air Temp Sp,SOCS,AHU07,RM1285_MIX,Zone Air Temp Sp
48073,SOCS.AHU07.RM1285_MIX.Zone Day Night Mode,SOCS,AHU07,RM1285_MIX,Zone Day Night Mode
48074,SOCS.AHU07.RM1285_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM1285_MIX,Zone Reheat Valve Command
48075,SOCS.AHU07.RM1288_MIX.Zone Air Damper Command,SOCS,AHU07,RM1288_MIX,Zone Air Damper Command
48076,SOCS.AHU07.RM1288_MIX.Zone Air Temp,SOCS,AHU07,RM1288_MIX,Zone Air Temp
48077,SOCS.AHU07.RM1288_MIX.Zone Air Temp Sp,SOCS,AHU07,RM1288_MIX,Zone Air Temp Sp
48078,SOCS.AHU07.RM1288_MIX.Zone Day Night Mode,SOCS,AHU07,RM1288_MIX,Zone Day Night Mode
48079,SOCS.AHU07.RM1288_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM1288_MIX,Zone Reheat Valve Command
48080,SOCS.AHU07.RM1290_MIX.Zone Air Damper Command,SOCS,AHU07,RM1290_MIX,Zone Air Damper Command
48081,SOCS.AHU07.RM1290_MIX.Zone Air Temp,SOCS,AHU07,RM1290_MIX,Zone Air Temp
48082,SOCS.AHU07.RM1290_MIX.Zone Air Temp Sp,SOCS,AHU07,RM1290_MIX,Zone Air Temp Sp
48083,SOCS.AHU07.RM1290_MIX.Zone Day Night Mode,SOCS,AHU07,RM1290_MIX,Zone Day Night Mode
48084,SOCS.AHU07.RM1290_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM1290_MIX,Zone Reheat Valve Command
48085,SOCS.AHU07.RM1291_MIX.Zone Air Damper Command,SOCS,AHU07,RM1291_MIX,Zone Air Damper Command
48086,SOCS.AHU07.RM1291_MIX.Zone Air Temp,SOCS,AHU07,RM1291_MIX,Zone Air Temp
48087,SOCS.AHU07.RM1291_MIX.Zone Air Temp Sp,SOCS,AHU07,RM1291_MIX,Zone Air Temp Sp
48088,SOCS.AHU07.RM1291_MIX.Zone Day Night Mode,SOCS,AHU07,RM1291_MIX,Zone Day Night Mode
48089,SOCS.AHU07.RM1291_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM1291_MIX,Zone Reheat Valve Command
48090,SOCS.AHU07.RM1292_MIX.Zone Air Damper Command,SOCS,AHU07,RM1292_MIX,Zone Air Damper Command
48091,SOCS.AHU07.RM1292_MIX.Zone Air Temp,SOCS,AHU07,RM1292_MIX,Zone Air Temp
48092,SOCS.AHU07.RM1292_MIX.Zone Air Temp Sp,SOCS,AHU07,RM1292_MIX,Zone Air Temp Sp
48093,SOCS.AHU07.RM1292_MIX.Zone Day Night Mode,SOCS,AHU07,RM1292_MIX,Zone Day Night Mode
48094,SOCS.AHU07.RM1292_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM1292_MIX,Zone Reheat Valve Command
48095,SOCS.AHU07.RM2239_MIX.Zone Air Damper Command,SOCS,AHU07,RM2239_MIX,Zone Air Damper Command
48096,SOCS.AHU07.RM2239_MIX.Zone Air Temp,SOCS,AHU07,RM2239_MIX,Zone Air Temp
48097,SOCS.AHU07.RM2239_MIX.Zone Air Temp Sp,SOCS,AHU07,RM2239_MIX,Zone Air Temp Sp
48098,SOCS.AHU07.RM2239_MIX.Zone Day Night Mode,SOCS,AHU07,RM2239_MIX,Zone Day Night Mode
48099,SOCS.AHU07.RM2239_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM2239_MIX,Zone Reheat Valve Command
48100,SOCS.AHU07.RM2240_MIX.Zone Air Damper Command,SOCS,AHU07,RM2240_MIX,Zone Air Damper Command
48101,SOCS.AHU07.RM2240_MIX.Zone Air Temp,SOCS,AHU07,RM2240_MIX,Zone Air Temp
48102,SOCS.AHU07.RM2240_MIX.Zone Air Temp Sp,SOCS,AHU07,RM2240_MIX,Zone Air Temp Sp
48103,SOCS.AHU07.RM2240_MIX.Zone Day Night Mode,SOCS,AHU07,RM2240_MIX,Zone Day Night Mode
48104,SOCS.AHU07.RM2240_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM2240_MIX,Zone Reheat Valve Command
48105,SOCS.AHU07.RM2246_MIX.Zone Air Damper Command,SOCS,AHU07,RM2246_MIX,Zone Air Damper Command
48106,SOCS.AHU07.RM2246_MIX.Zone Air Temp,SOCS,AHU07,RM2246_MIX,Zone Air Temp
48107,SOCS.AHU07.RM2246_MIX.Zone Air Temp Sp,SOCS,AHU07,RM2246_MIX,Zone Air Temp Sp
48108,SOCS.AHU07.RM2246_MIX.Zone Day Night Mode,SOCS,AHU07,RM2246_MIX,Zone Day Night Mode
48109,SOCS.AHU07.RM2246_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM2246_MIX,Zone Reheat Valve Command
48110,SOCS.AHU07.RM2247_MIX.Zone Air Damper Command,SOCS,AHU07,RM2247_MIX,Zone Air Damper Command
48111,SOCS.AHU07.RM2247_MIX.Zone Air Temp,SOCS,AHU07,RM2247_MIX,Zone Air Temp
48112,SOCS.AHU07.RM2247_MIX.Zone Air Temp Sp,SOCS,AHU07,RM2247_MIX,Zone Air Temp Sp
48113,SOCS.AHU07.RM2247_MIX.Zone Day Night Mode,SOCS,AHU07,RM2247_MIX,Zone Day Night Mode
48114,SOCS.AHU07.RM2247_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM2247_MIX,Zone Reheat Valve Command
48115,SOCS.AHU07.RM2251_MIX.Zone Air Damper Command,SOCS,AHU07,RM2251_MIX,Zone Air Damper Command
48116,SOCS.AHU07.RM2251_MIX.Zone Air Temp,SOCS,AHU07,RM2251_MIX,Zone Air Temp
48117,SOCS.AHU07.RM2251_MIX.Zone Air Temp Sp,SOCS,AHU07,RM2251_MIX,Zone Air Temp Sp
48118,SOCS.AHU07.RM2251_MIX.Zone Day Night Mode,SOCS,AHU07,RM2251_MIX,Zone Day Night Mode
48119,SOCS.AHU07.RM2251_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM2251_MIX,Zone Reheat Valve Command
48120,SOCS.AHU07.RM2257_MIX.Zone Air Damper Command,SOCS,AHU07,RM2257_MIX,Zone Air Damper Command
48121,SOCS.AHU07.RM2257_MIX.Zone Air Temp,SOCS,AHU07,RM2257_MIX,Zone Air Temp
48122,SOCS.AHU07.RM2257_MIX.Zone Air Temp Sp,SOCS,AHU07,RM2257_MIX,Zone Air Temp Sp
48123,SOCS.AHU07.RM2257_MIX.Zone Day Night Mode,SOCS,AHU07,RM2257_MIX,Zone Day Night Mode
48124,SOCS.AHU07.RM2257_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM2257_MIX,Zone Reheat Valve Command
48125,SOCS.AHU07.RM2261_MIX.Zone Air Damper Command,SOCS,AHU07,RM2261_MIX,Zone Air Damper Command
48126,SOCS.AHU07.RM2261_MIX.Zone Air Temp,SOCS,AHU07,RM2261_MIX,Zone Air Temp
48127,SOCS.AHU07.RM2261_MIX.Zone Air Temp Sp,SOCS,AHU07,RM2261_MIX,Zone Air Temp Sp
48128,SOCS.AHU07.RM2261_MIX.Zone Day Night Mode,SOCS,AHU07,RM2261_MIX,Zone Day Night Mode
48129,SOCS.AHU07.RM2261_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM2261_MIX,Zone Reheat Valve Command
48130,SOCS.AHU07.RM2264_MIX.Zone Air Damper Command,SOCS,AHU07,RM2264_MIX,Zone Air Damper Command
48131,SOCS.AHU07.RM2264_MIX.Zone Air Temp,SOCS,AHU07,RM2264_MIX,Zone Air Temp
48132,SOCS.AHU07.RM2264_MIX.Zone Air Temp Sp,SOCS,AHU07,RM2264_MIX,Zone Air Temp Sp
48133,SOCS.AHU07.RM2264_MIX.Zone Day Night Mode,SOCS,AHU07,RM2264_MIX,Zone Day Night Mode
48134,SOCS.AHU07.RM2264_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM2264_MIX,Zone Reheat Valve Command
48135,SOCS.AHU07.RM2265_MIX.Zone Air Damper Command,SOCS,AHU07,RM2265_MIX,Zone Air Damper Command
48136,SOCS.AHU07.RM2265_MIX.Zone Air Temp,SOCS,AHU07,RM2265_MIX,Zone Air Temp
48137,SOCS.AHU07.RM2265_MIX.Zone Air Temp Sp,SOCS,AHU07,RM2265_MIX,Zone Air Temp Sp
48138,SOCS.AHU07.RM2265_MIX.Zone Day Night Mode,SOCS,AHU07,RM2265_MIX,Zone Day Night Mode
48139,SOCS.AHU07.RM2265_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM2265_MIX,Zone Reheat Valve Command
48140,SOCS.AHU07.RM2268_MIX.Zone Air Damper Command,SOCS,AHU07,RM2268_MIX,Zone Air Damper Command
48141,SOCS.AHU07.RM2268_MIX.Zone Air Temp,SOCS,AHU07,RM2268_MIX,Zone Air Temp
48142,SOCS.AHU07.RM2268_MIX.Zone Air Temp Sp,SOCS,AHU07,RM2268_MIX,Zone Air Temp Sp
48143,SOCS.AHU07.RM2268_MIX.Zone Day Night Mode,SOCS,AHU07,RM2268_MIX,Zone Day Night Mode
48144,SOCS.AHU07.RM2268_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM2268_MIX,Zone Reheat Valve Command
48145,SOCS.AHU07.RM2271_MIX.Zone Air Damper Command,SOCS,AHU07,RM2271_MIX,Zone Air Damper Command
48146,SOCS.AHU07.RM2271_MIX.Zone Air Temp,SOCS,AHU07,RM2271_MIX,Zone Air Temp
48147,SOCS.AHU07.RM2271_MIX.Zone Air Temp Sp,SOCS,AHU07,RM2271_MIX,Zone Air Temp Sp
48148,SOCS.AHU07.RM2271_MIX.Zone Day Night Mode,SOCS,AHU07,RM2271_MIX,Zone Day Night Mode
48149,SOCS.AHU07.RM2271_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM2271_MIX,Zone Reheat Valve Command
48150,SOCS.AHU07.RM2274_MIX.Zone Air Damper Command,SOCS,AHU07,RM2274_MIX,Zone Air Damper Command
48151,SOCS.AHU07.RM2274_MIX.Zone Air Temp,SOCS,AHU07,RM2274_MIX,Zone Air Temp
48152,SOCS.AHU07.RM2274_MIX.Zone Air Temp Sp,SOCS,AHU07,RM2274_MIX,Zone Air Temp Sp
48153,SOCS.AHU07.RM2274_MIX.Zone Day Night Mode,SOCS,AHU07,RM2274_MIX,Zone Day Night Mode
48154,SOCS.AHU07.RM2274_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM2274_MIX,Zone Reheat Valve Command
48155,SOCS.AHU07.RM2275_MIX.Zone Air Damper Command,SOCS,AHU07,RM2275_MIX,Zone Air Damper Command
48156,SOCS.AHU07.RM2275_MIX.Zone Air Temp,SOCS,AHU07,RM2275_MIX,Zone Air Temp
48157,SOCS.AHU07.RM2275_MIX.Zone Air Temp Sp,SOCS,AHU07,RM2275_MIX,Zone Air Temp Sp
48158,SOCS.AHU07.RM2275_MIX.Zone Day Night Mode,SOCS,AHU07,RM2275_MIX,Zone Day Night Mode
48159,SOCS.AHU07.RM2275_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM2275_MIX,Zone Reheat Valve Command
48160,SOCS.AHU07.RM2279_MIX.Zone Air Damper Command,SOCS,AHU07,RM2279_MIX,Zone Air Damper Command
48161,SOCS.AHU07.RM2279_MIX.Zone Air Temp,SOCS,AHU07,RM2279_MIX,Zone Air Temp
48162,SOCS.AHU07.RM2279_MIX.Zone Air Temp Sp,SOCS,AHU07,RM2279_MIX,Zone Air Temp Sp
48163,SOCS.AHU07.RM2279_MIX.Zone Day Night Mode,SOCS,AHU07,RM2279_MIX,Zone Day Night Mode
48164,SOCS.AHU07.RM2279_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM2279_MIX,Zone Reheat Valve Command
48165,SOCS.AHU07.RM2283_MIX.Zone Air Damper Command,SOCS,AHU07,RM2283_MIX,Zone Air Damper Command
48166,SOCS.AHU07.RM2283_MIX.Zone Air Temp,SOCS,AHU07,RM2283_MIX,Zone Air Temp
48167,SOCS.AHU07.RM2283_MIX.Zone Air Temp Sp,SOCS,AHU07,RM2283_MIX,Zone Air Temp Sp
48168,SOCS.AHU07.RM2283_MIX.Zone Day Night Mode,SOCS,AHU07,RM2283_MIX,Zone Day Night Mode
48169,SOCS.AHU07.RM2283_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM2283_MIX,Zone Reheat Valve Command
48170,SOCS.AHU07.RM2287_MIX.Zone Air Damper Command,SOCS,AHU07,RM2287_MIX,Zone Air Damper Command
48171,SOCS.AHU07.RM2287_MIX.Zone Air Temp,SOCS,AHU07,RM2287_MIX,Zone Air Temp
48172,SOCS.AHU07.RM2287_MIX.Zone Air Temp Sp,SOCS,AHU07,RM2287_MIX,Zone Air Temp Sp
48173,SOCS.AHU07.RM2287_MIX.Zone Day Night Mode,SOCS,AHU07,RM2287_MIX,Zone Day Night Mode
48174,SOCS.AHU07.RM2287_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM2287_MIX,Zone Reheat Valve Command
48175,SOCS.AHU07.RM2288_MIX.Zone Air Damper Command,SOCS,AHU07,RM2288_MIX,Zone Air Damper Command
48176,SOCS.AHU07.RM2288_MIX.Zone Air Temp,SOCS,AHU07,RM2288_MIX,Zone Air Temp
48177,SOCS.AHU07.RM2288_MIX.Zone Air Temp Sp,SOCS,AHU07,RM2288_MIX,Zone Air Temp Sp
48178,SOCS.AHU07.RM2288_MIX.Zone Day Night Mode,SOCS,AHU07,RM2288_MIX,Zone Day Night Mode
48179,SOCS.AHU07.RM2288_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM2288_MIX,Zone Reheat Valve Command
48180,SOCS.AHU07.RM2291_MIX.Zone Air Damper Command,SOCS,AHU07,RM2291_MIX,Zone Air Damper Command
48181,SOCS.AHU07.RM2291_MIX.Zone Air Temp,SOCS,AHU07,RM2291_MIX,Zone Air Temp
48182,SOCS.AHU07.RM2291_MIX.Zone Air Temp Sp,SOCS,AHU07,RM2291_MIX,Zone Air Temp Sp
48183,SOCS.AHU07.RM2291_MIX.Zone Day Night Mode,SOCS,AHU07,RM2291_MIX,Zone Day Night Mode
48184,SOCS.AHU07.RM2291_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM2291_MIX,Zone Reheat Valve Command
48185,SOCS.AHU07.RM2294_MIX.Zone Air Damper Command,SOCS,AHU07,RM2294_MIX,Zone Air Damper Command
48186,SOCS.AHU07.RM2294_MIX.Zone Air Temp,SOCS,AHU07,RM2294_MIX,Zone Air Temp
48187,SOCS.AHU07.RM2294_MIX.Zone Air Temp Sp,SOCS,AHU07,RM2294_MIX,Zone Air Temp Sp
48188,SOCS.AHU07.RM2294_MIX.Zone Day Night Mode,SOCS,AHU07,RM2294_MIX,Zone Day Night Mode
48189,SOCS.AHU07.RM2294_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM2294_MIX,Zone Reheat Valve Command
48190,SOCS.AHU07.RM2297_MIX.Zone Air Damper Command,SOCS,AHU07,RM2297_MIX,Zone Air Damper Command
48191,SOCS.AHU07.RM2297_MIX.Zone Air Temp,SOCS,AHU07,RM2297_MIX,Zone Air Temp
48192,SOCS.AHU07.RM2297_MIX.Zone Air Temp Sp,SOCS,AHU07,RM2297_MIX,Zone Air Temp Sp
48193,SOCS.AHU07.RM2297_MIX.Zone Day Night Mode,SOCS,AHU07,RM2297_MIX,Zone Day Night Mode
48194,SOCS.AHU07.RM2297_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM2297_MIX,Zone Reheat Valve Command
48195,SOCS.AHU07.RM2298_MIX.Zone Air Damper Command,SOCS,AHU07,RM2298_MIX,Zone Air Damper Command
48196,SOCS.AHU07.RM2298_MIX.Zone Air Temp,SOCS,AHU07,RM2298_MIX,Zone Air Temp
48197,SOCS.AHU07.RM2298_MIX.Zone Air Temp Sp,SOCS,AHU07,RM2298_MIX,Zone Air Temp Sp
48198,SOCS.AHU07.RM2298_MIX.Zone Day Night Mode,SOCS,AHU07,RM2298_MIX,Zone Day Night Mode
48199,SOCS.AHU07.RM2298_MIX.Zone Reheat Valve Command,SOCS,AHU07,RM2298_MIX,Zone Reheat Valve Command
48206,SOCS.AHU08.RM1270_MIX.Zone Air Damper Command,SOCS,AHU08,RM1270_MIX,Zone Air Damper Command
48207,SOCS.AHU08.RM1270_MIX.Zone Air Temp,SOCS,AHU08,RM1270_MIX,Zone Air Temp
48208,SOCS.AHU08.RM1270_MIX.Zone Air Temp Sp,SOCS,AHU08,RM1270_MIX,Zone Air Temp Sp
48209,SOCS.AHU08.RM1270_MIX.Zone Day Night Mode,SOCS,AHU08,RM1270_MIX,Zone Day Night Mode
48210,SOCS.AHU08.RM1270_MIX.Zone Reheat Valve Command,SOCS,AHU08,RM1270_MIX,Zone Reheat Valve Command
48211,SOCS.AHU08.RM1271_MIX.Zone Air Damper Command,SOCS,AHU08,RM1271_MIX,Zone Air Damper Command
48212,SOCS.AHU08.RM1271_MIX.Zone Air Temp,SOCS,AHU08,RM1271_MIX,Zone Air Temp
48213,SOCS.AHU08.RM1271_MIX.Zone Air Temp Sp,SOCS,AHU08,RM1271_MIX,Zone Air Temp Sp
48214,SOCS.AHU08.RM1271_MIX.Zone Day Night Mode,SOCS,AHU08,RM1271_MIX,Zone Day Night Mode
48215,SOCS.AHU08.RM1271_MIX.Zone Reheat Valve Command,SOCS,AHU08,RM1271_MIX,Zone Reheat Valve Command
48216,SOCS.AHU08.RM1274_MIX.Zone Air Damper Command,SOCS,AHU08,RM1274_MIX,Zone Air Damper Command
48217,SOCS.AHU08.RM1274_MIX.Zone Air Temp,SOCS,AHU08,RM1274_MIX,Zone Air Temp
48218,SOCS.AHU08.RM1274_MIX.Zone Air Temp Sp,SOCS,AHU08,RM1274_MIX,Zone Air Temp Sp
48219,SOCS.AHU08.RM1274_MIX.Zone Day Night Mode,SOCS,AHU08,RM1274_MIX,Zone Day Night Mode
48220,SOCS.AHU08.RM1274_MIX.Zone Reheat Valve Command,SOCS,AHU08,RM1274_MIX,Zone Reheat Valve Command
48221,SOCS.AHU08.RM1275_MIX.Zone Air Damper Command,SOCS,AHU08,RM1275_MIX,Zone Air Damper Command
48222,SOCS.AHU08.RM1275_MIX.Zone Air Temp,SOCS,AHU08,RM1275_MIX,Zone Air Temp
48223,SOCS.AHU08.RM1275_MIX.Zone Air Temp Sp,SOCS,AHU08,RM1275_MIX,Zone Air Temp Sp
48224,SOCS.AHU08.RM1275_MIX.Zone Day Night Mode,SOCS,AHU08,RM1275_MIX,Zone Day Night Mode
48225,SOCS.AHU08.RM1275_MIX.Zone Reheat Valve Command,SOCS,AHU08,RM1275_MIX,Zone Reheat Valve Command
48226,SOCS.AHU08.RM1279_MIX.Zone Air Damper Command,SOCS,AHU08,RM1279_MIX,Zone Air Damper Command
48227,SOCS.AHU08.RM1279_MIX.Zone Air Temp,SOCS,AHU08,RM1279_MIX,Zone Air Temp
48228,SOCS.AHU08.RM1279_MIX.Zone Air Temp Sp,SOCS,AHU08,RM1279_MIX,Zone Air Temp Sp
48229,SOCS.AHU08.RM1279_MIX.Zone Day Night Mode,SOCS,AHU08,RM1279_MIX,Zone Day Night Mode
48230,SOCS.AHU08.RM1279_MIX.Zone Reheat Valve Command,SOCS,AHU08,RM1279_MIX,Zone Reheat Valve Command
48231,SOCS.AHU08.RM2221_MIX.Zone Air Damper Command,SOCS,AHU08,RM2221_MIX,Zone Air Damper Command
48232,SOCS.AHU08.RM2221_MIX.Zone Air Temp,SOCS,AHU08,RM2221_MIX,Zone Air Temp
48233,SOCS.AHU08.RM2221_MIX.Zone Air Temp Sp,SOCS,AHU08,RM2221_MIX,Zone Air Temp Sp
48234,SOCS.AHU08.RM2221_MIX.Zone Day Night Mode,SOCS,AHU08,RM2221_MIX,Zone Day Night Mode
48235,SOCS.AHU08.RM2221_MIX.Zone Reheat Valve Command,SOCS,AHU08,RM2221_MIX,Zone Reheat Valve Command
48236,SOCS.AHU08.RM2225_MIX.Zone Air Damper Command,SOCS,AHU08,RM2225_MIX,Zone Air Damper Command
48237,SOCS.AHU08.RM2225_MIX.Zone Air Temp,SOCS,AHU08,RM2225_MIX,Zone Air Temp
48238,SOCS.AHU08.RM2225_MIX.Zone Air Temp Sp,SOCS,AHU08,RM2225_MIX,Zone Air Temp Sp
48239,SOCS.AHU08.RM2225_MIX.Zone Day Night Mode,SOCS,AHU08,RM2225_MIX,Zone Day Night Mode
48240,SOCS.AHU08.RM2225_MIX.Zone Reheat Valve Command,SOCS,AHU08,RM2225_MIX,Zone Reheat Valve Command
48241,SOCS.AHU08.RM2231_MIX.Zone Air Damper Command,SOCS,AHU08,RM2231_MIX,Zone Air Damper Command
48242,SOCS.AHU08.RM2231_MIX.Zone Air Temp,SOCS,AHU08,RM2231_MIX,Zone Air Temp
48243,SOCS.AHU08.RM2231_MIX.Zone Air Temp Sp,SOCS,AHU08,RM2231_MIX,Zone Air Temp Sp
48244,SOCS.AHU08.RM2231_MIX.Zone Day Night Mode,SOCS,AHU08,RM2231_MIX,Zone Day Night Mode
48245,SOCS.AHU08.RM2231_MIX.Zone Reheat Valve Command,SOCS,AHU08,RM2231_MIX,Zone Reheat Valve Command
48246,SOCS.AHU08.RM2234_MIX.Zone Air Damper Command,SOCS,AHU08,RM2234_MIX,Zone Air Damper Command
48247,SOCS.AHU08.RM2234_MIX.Zone Air Temp,SOCS,AHU08,RM2234_MIX,Zone Air Temp
48248,SOCS.AHU08.RM2234_MIX.Zone Air Temp Sp,SOCS,AHU08,RM2234_MIX,Zone Air Temp Sp
48249,SOCS.AHU08.RM2234_MIX.Zone Day Night Mode,SOCS,AHU08,RM2234_MIX,Zone Day Night Mode
48250,SOCS.AHU08.RM2234_MIX.Zone Reheat Valve Command,SOCS,AHU08,RM2234_MIX,Zone Reheat Valve Command
48251,SOCS.AHU08.RM2235_MIX.Zone Air Damper Command,SOCS,AHU08,RM2235_MIX,Zone Air Damper Command
48252,SOCS.AHU08.RM2235_MIX.Zone Air Temp,SOCS,AHU08,RM2235_MIX,Zone Air Temp
48253,SOCS.AHU08.RM2235_MIX.Zone Air Temp Sp,SOCS,AHU08,RM2235_MIX,Zone Air Temp Sp
48254,SOCS.AHU08.RM2235_MIX.Zone Day Night Mode,SOCS,AHU08,RM2235_MIX,Zone Day Night Mode
48255,SOCS.AHU08.RM2235_MIX.Zone Reheat Valve Command,SOCS,AHU08,RM2235_MIX,Zone Reheat Valve Command
48256,SOCS.AHU08.RM2236_MIX.Zone Air Damper Command,SOCS,AHU08,RM2236_MIX,Zone Air Damper Command
48257,SOCS.AHU08.RM2236_MIX.Zone Air Temp,SOCS,AHU08,RM2236_MIX,Zone Air Temp
48258,SOCS.AHU08.RM2236_MIX.Zone Air Temp Sp,SOCS,AHU08,RM2236_MIX,Zone Air Temp Sp
48259,SOCS.AHU08.RM2236_MIX.Zone Day Night Mode,SOCS,AHU08,RM2236_MIX,Zone Day Night Mode
48260,SOCS.AHU08.RM2236_MIX.Zone Reheat Valve Command,SOCS,AHU08,RM2236_MIX,Zone Reheat Valve Command
48261,SOCS.AHU08.RM2237_MIX.Zone Air Damper Command,SOCS,AHU08,RM2237_MIX,Zone Air Damper Command
48262,SOCS.AHU08.RM2237_MIX.Zone Air Temp,SOCS,AHU08,RM2237_MIX,Zone Air Temp
48263,SOCS.AHU08.RM2237_MIX.Zone Air Temp Sp,SOCS,AHU08,RM2237_MIX,Zone Air Temp Sp
48264,SOCS.AHU08.RM2237_MIX.Zone Day Night Mode,SOCS,AHU08,RM2237_MIX,Zone Day Night Mode
48265,SOCS.AHU08.RM2237_MIX.Zone Reheat Valve Command,SOCS,AHU08,RM2237_MIX,Zone Reheat Valve Command
48266,SOCS.AHU08.RM3216_MIX.Zone Air Damper Command,SOCS,AHU08,RM3216_MIX,Zone Air Damper Command
48267,SOCS.AHU08.RM3216_MIX.Zone Air Temp,SOCS,AHU08,RM3216_MIX,Zone Air Temp
48268,SOCS.AHU08.RM3216_MIX.Zone Air Temp Sp,SOCS,AHU08,RM3216_MIX,Zone Air Temp Sp
48269,SOCS.AHU08.RM3216_MIX.Zone Day Night Mode,SOCS,AHU08,RM3216_MIX,Zone Day Night Mode
48270,SOCS.AHU08.RM3216_MIX.Zone Reheat Valve Command,SOCS,AHU08,RM3216_MIX,Zone Reheat Valve Command
48271,SOCS.AHU08.RM3217_MIX.Zone Air Damper Command,SOCS,AHU08,RM3217_MIX,Zone Air Damper Command
48272,SOCS.AHU08.RM3217_MIX.Zone Air Temp,SOCS,AHU08,RM3217_MIX,Zone Air Temp
48273,SOCS.AHU08.RM3217_MIX.Zone Air Temp Sp,SOCS,AHU08,RM3217_MIX,Zone Air Temp Sp
48274,SOCS.AHU08.RM3217_MIX.Zone Day Night Mode,SOCS,AHU08,RM3217_MIX,Zone Day Night Mode
48275,SOCS.AHU08.RM3217_MIX.Zone Reheat Valve Command,SOCS,AHU08,RM3217_MIX,Zone Reheat Valve Command
48276,SOCS.AHU08.RM3220_MIX.Zone Air Damper Command,SOCS,AHU08,RM3220_MIX,Zone Air Damper Command
