,point,Building,Equipment_Type,Sensor_Type
52186,THUR.HHW.Pump 2B Status,THUR,HHW,Pump 2B Status
52187,THUR.HHW.STEAMVALVE,THUR,HHW,STEAMVALVE
53804,TUPP.HHW.Building Hot Water Supply Temp,TUPP,HHW,Building Hot Water Supply Temp
53805,TUPP.HHW.Building Hot Water Supply Temp Sp,TUPP,HHW,Building Hot Water Supply Temp Sp
55844,VM2.HHW.Building Hot Water Supply Temp,VM2,HHW,Building Hot Water Supply Temp
61079,VM3A.HHW.1ST STAGE,VM3A,HHW,1ST STAGE
61080,VM3A.HHW.2ND STAGE,VM3A,HHW,2ND STAGE
61081,VM3A.HHW.2PUMPREQ,VM3A,HHW,2PUMPREQ
61082,VM3A.HHW.ALARMENABLE,VM3A,HHW,ALARMENABLE
61083,VM3A.HHW.AVAILABLE,VM3A,HHW,AVAILABLE
61084,VM3A.HHW.Building Hot Water Flow,VM3A,HHW,Building Hot Water Flow
61085,VM3A.HHW.Building Hot Water Return Temp,VM3A,HHW,Building Hot Water Return Temp
61086,VM3A.HHW.Building Hot Water Supply Temp,VM3A,HHW,Building Hot Water Supply Temp
61087,VM3A.HHW.Building Hot Water Supply Temp Setpoint,VM3A,HHW,Building Hot Water Supply Temp Setpoint
61088,VM3A.HHW.DO31,VM3A,HHW,DO31
61089,VM3A.HHW.DO31Virt,VM3A,HHW,DO31Virt
61090,VM3A.HHW.DO32,VM3A,HHW,DO32
61091,VM3A.HHW.DO32Virt,VM3A,HHW,DO32Virt
61092,VM3A.HHW.ENABLE,VM3A,HHW,ENABLE
61093,VM3A.HHW.EOLDP,VM3A,HHW,EOLDP
61094,VM3A.HHW.Heating Valve Output,VM3A,HHW,Heating Valve Output
61095,VM3A.HHW.HEX 1/3O,VM3A,HHW,HEX 1/3O
61096,VM3A.HHW.HEX 2/3O,VM3A,HHW,HEX 2/3O
61097,VM3A.HHW.Hot Water Flow Switch,VM3A,HHW,Hot Water Flow Switch
61098,VM3A.HHW.HWSO,VM3A,HHW,HWSO
61099,VM3A.HHW.Outside Air Enable,VM3A,HHW,Outside Air Enable
61100,VM3A.HHW.Outside Air Temp,VM3A,HHW,Outside Air Temp
61101,VM3A.HHW.Pump1_SPEEDO,VM3A,HHW,Pump1_SPEEDO
61102,VM3A.HHW.Pump2_SPEEDO,VM3A,HHW,Pump2_SPEEDO
61103,VM3A.HHW.Pump 1 Speed,VM3A,HHW,Pump 1 Speed
61104,VM3A.HHW.Pump 1 Status,VM3A,HHW,Pump 1 Status
61105,VM3A.HHW.Pump 2 Speed,VM3A,HHW,Pump 2 Speed
61106,VM3A.HHW.Pump 2 Status,VM3A,HHW,Pump 2 Status
61107,VM3A.HHW.Pump1__2 KW,VM3A,HHW,Pump1__2 KW
61108,VM3A.HHW.PUMPENABLE,VM3A,HHW,PUMPENABLE
61109,VM3A.HHW.Steam Flow Rate,VM3A,HHW,Steam Flow Rate
63260,VMEP.HHW.AVGDAILYOutside Air Temp,VMEP,HHW,AVGDAILYOutside Air Temp
63261,VMEP.HHW.Building Hot Water Flow,VMEP,HHW,Building Hot Water Flow
63262,VMEP.HHW.Building Hot Water Return Temp,VMEP,HHW,Building Hot Water Return Temp
63263,VMEP.HHW.Building Hot Water Supply Temp,VMEP,HHW,Building Hot Water Supply Temp
63264,VMEP.HHW.Building Hot Water Supply Temp Setpoint,VMEP,HHW,Building Hot Water Supply Temp Setpoint
63265,VMEP.HHW.CONDMETER,VMEP,HHW,CONDMETER
63266,VMEP.HHW.CONDUSAGE,VMEP,HHW,CONDUSAGE
63267,VMEP.HHW.ENABLE,VMEP,HHW,ENABLE
63268,VMEP.HHW.EOLDP,VMEP,HHW,EOLDP
63269,VMEP.HHW.EOLDPO,VMEP,HHW,EOLDPO
63270,VMEP.HHW.EOLDPS,VMEP,HHW,EOLDPS
63271,VMEP.HHW.Heating Valve Output,VMEP,HHW,Heating Valve Output
63272,VMEP.HHW.Heating Valve Output ENABLE,VMEP,HHW,Heating Valve Output ENABLE
63273,VMEP.HHW.HEATINGDEGDAYS,VMEP,HHW,HEATINGDEGDAYS
63274,VMEP.HHW.HEX 1/3O,VMEP,HHW,HEX 1/3O
63275,VMEP.HHW.HEX 2/3O,VMEP,HHW,HEX 2/3O
63276,VMEP.HHW.Hot Water Flow Switch,VMEP,HHW,Hot Water Flow Switch
63277,VMEP.HHW.HWP1,VMEP,HHW,HWP1
63279,VMEP.HHW.HWSO,VMEP,HHW,HWSO
63280,VMEP.HHW.Outside Air Enable,VMEP,HHW,Outside Air Enable
63281,VMEP.HHW.Pump 1 Speed,VMEP,HHW,Pump 1 Speed
63928,VMIF.HHW.1/3 Steam Valve Position,VMIF,HHW,1/3 Steam Valve Position
63929,VMIF.HHW.2/3 Steam Valve Position,VMIF,HHW,2/3 Steam Valve Position
63930,VMIF.HHW.2PUMPSREQUIRED,VMIF,HHW,2PUMPSREQUIRED
63931,VMIF.HHW.AVGDAILYOutside Air Temp,VMIF,HHW,AVGDAILYOutside Air Temp
63935,VMIF.HHW.Building Hot Water Return Temp,VMIF,HHW,Building Hot Water Return Temp
63936,VMIF.HHW.Building Hot Water Supply Temp,VMIF,HHW,Building Hot Water Supply Temp
63937,VMIF.HHW.Building Hot Water Supply Temp Setpoint,VMIF,HHW,Building Hot Water Supply Temp Setpoint
63938,VMIF.HHW.Condensate Flow Rate,VMIF,HHW,Condensate Flow Rate
63939,VMIF.HHW.CONDUSAGE,VMIF,HHW,CONDUSAGE
63940,VMIF.HHW.ENABLE,VMIF,HHW,ENABLE
63941,VMIF.HHW.EOLDP,VMIF,HHW,EOLDP
63942,VMIF.HHW.EOLDPAVG,VMIF,HHW,EOLDPAVG
63943,VMIF.HHW.EOLDPO,VMIF,HHW,EOLDPO
63944,VMIF.HHW.EOLDPSP,VMIF,HHW,EOLDPSP
63945,VMIF.HHW.HEX 1/3O,VMIF,HHW,HEX 1/3O
63946,VMIF.HHW.HEX 2/3O,VMIF,HHW,HEX 2/3O
63947,VMIF.HHW.HEX 42372,VMIF,HHW,HEX 42372
63948,VMIF.HHW.HEX 42403,VMIF,HHW,HEX 42403
63949,VMIF.HHW.Hot Water Flow,VMIF,HHW,Hot Water Flow
63950,VMIF.HHW.Hot Water Flow Switch,VMIF,HHW,Hot Water Flow Switch
63951,VMIF.HHW.HTGREQUIRED,VMIF,HHW,HTGREQUIRED
63954,VMIF.HHW.HWSO,VMIF,HHW,HWSO
63955,VMIF.HHW.MBTU,VMIF,HHW,MBTU
63957,VMIF.HHW.Outside Air Enable,VMIF,HHW,Outside Air Enable
63958,VMIF.HHW.Outside Air Temp,VMIF,HHW,Outside Air Temp
63959,VMIF.HHW.Pump1_ON,VMIF,HHW,Pump1_ON
63960,VMIF.HHW.Pump1_SPEEDO,VMIF,HHW,Pump1_SPEEDO
63961,VMIF.HHW.Pump1_SPEEDOAVG,VMIF,HHW,Pump1_SPEEDOAVG
63962,VMIF.HHW.Pump1_VFD Power,VMIF,HHW,Pump1_VFD Power
63963,VMIF.HHW.Pump2_ON,VMIF,HHW,Pump2_ON
63964,VMIF.HHW.Pump2_SPEEDO,VMIF,HHW,Pump2_SPEEDO
63965,VMIF.HHW.Pump2_SPEEDOAVG,VMIF,HHW,Pump2_SPEEDOAVG
63966,VMIF.HHW.Pump2_VFD Power,VMIF,HHW,Pump2_VFD Power
63967,VMIF.HHW.Pump 1 Speed,VMIF,HHW,Pump 1 Speed
63968,VMIF.HHW.Pump 1 Status,VMIF,HHW,Pump 1 Status
63969,VMIF.HHW.Pump 2 Speed,VMIF,HHW,Pump 2 Speed
63970,VMIF.HHW.Pump 2 Status,VMIF,HHW,Pump 2 Status
63971,VMIF.HHW.Pump A Status,VMIF,HHW,Pump A Status
63972,VMIF.HHW.Pump B Status,VMIF,HHW,Pump B Status
63973,VMIF.HHW.SEQUENCE,VMIF,HHW,SEQUENCE
64225,VMLF.HHW.Building Hot Water Supply Temp,VMLF,HHW,Building Hot Water Supply Temp
64226,VMLF.HHW.Building Hot Water Supply Temp Sp,VMLF,HHW,Building Hot Water Supply Temp Sp
64480,VMTH.HHW.Building Hot Water Supply Temp,VMTH,HHW,Building Hot Water Supply Temp
64481,VMTH.HHW.MBH,VMTH,HHW,MBH
64890,VMTHB.HHW.Building Hot Water Return Temp,VMTHB,HHW,Building Hot Water Return Temp
64891,VMTHB.HHW.Building Hot Water Supply Temp,VMTHB,HHW,Building Hot Water Supply Temp
64892,VMTHB.HHW.Building Hot Water Supply Temp Setpoint,VMTHB,HHW,Building Hot Water Supply Temp Setpoint
64893,VMTHB.HHW.ENABLE,VMTHB,HHW,ENABLE
64894,VMTHB.HHW.Hot Water Flow Switch,VMTHB,HHW,Hot Water Flow Switch
64895,VMTHB.HHW.Outside Air Enable,VMTHB,HHW,Outside Air Enable
64896,VMTHB.HHW.Outside Air Temp,VMTHB,HHW,Outside Air Temp
64897,VMTHB.HHW.Pump1_PROOF,VMTHB,HHW,Pump1_PROOF
64898,VMTHB.HHW.Pump 1 Status,VMTHB,HHW,Pump 1 Status
64899,VMTHB.HHW.STM VLV,VMTHB,HHW,STM VLV
64957,VMTHC.HHW.Building Hot Water Return Temp,VMTHC,HHW,Building Hot Water Return Temp
64958,VMTHC.HHW.Building Hot Water Supply Temp,VMTHC,HHW,Building Hot Water Supply Temp
64959,VMTHC.HHW.Building Hot Water Supply Temp Setpoint,VMTHC,HHW,Building Hot Water Supply Temp Setpoint
64960,VMTHC.HHW.ENABLE,VMTHC,HHW,ENABLE
64961,VMTHC.HHW.Outside Air Enable,VMTHC,HHW,Outside Air Enable
64962,VMTHC.HHW.Outside Air Temp,VMTHC,HHW,Outside Air Temp
64963,VMTHC.HHW.Pump1_PROOF,VMTHC,HHW,Pump1_PROOF
64964,VMTHC.HHW.Pump 1 Status,VMTHC,HHW,Pump 1 Status
64965,VMTHC.HHW.STM VLV,VMTHC,HHW,STM VLV
65369,WELL.HHW.Building Hot Water Return Temp,WELL,HHW,Building Hot Water Return Temp
65370,WELL.HHW.Building Hot Water Supply Temp,WELL,HHW,Building Hot Water Supply Temp
65371,WELL.HHW.Building Hot Water Supply Temp Setpoint,WELL,HHW,Building Hot Water Supply Temp Setpoint
65372,WELL.HHW.ENABLE,WELL,HHW,ENABLE
65373,WELL.HHW.EOLDP,WELL,HHW,EOLDP
65374,WELL.HHW.EOLDP SP,WELL,HHW,EOLDP SP
65375,WELL.HHW.Hot Water Flow,WELL,HHW,Hot Water Flow
65376,WELL.HHW.Hot Water Flow Switch,WELL,HHW,Hot Water Flow Switch
65377,WELL.HHW.Outside Air Temp,WELL,HHW,Outside Air Temp
65378,WELL.HHW.Pump 8 Speed,WELL,HHW,Pump 8 Speed
65379,WELL.HHW.Pump 8 Status,WELL,HHW,Pump 8 Status
65380,WELL.HHW.Pump 9 Status,WELL,HHW,Pump 9 Status
65502,WICK.HHW.3RD_Building Hot Water Return Temp,WICK,HHW,3RD_Building Hot Water Return Temp
65503,WICK.HHW.3RD_Building Hot Water Supply Temp,WICK,HHW,3RD_Building Hot Water Supply Temp
65504,WICK.HHW.3RD_Building Hot Water Supply Temp Setpoint,WICK,HHW,3RD_Building Hot Water Supply Temp Setpoint
65505,WICK.HHW.3RD_ENABLE,WICK,HHW,3RD_ENABLE
65508,WICK.HHW.3RD_Outside Air Temp,WICK,HHW,3RD_Outside Air Temp
65509,WICK.HHW.3RD_STM VLV,WICK,HHW,3RD_STM VLV
65510,WICK.HHW.Outside Air Temp,WICK,HHW,Outside Air Temp
65511,WICK.HHW.PREHEAT_Building Hot Water Supply Temp,WICK,HHW,PREHEAT_Building Hot Water Supply Temp
65512,WICK.HHW.PREHEAT_Building Hot Water Supply Temp Setpoint,WICK,HHW,PREHEAT_Building Hot Water Supply Temp Setpoint
65513,WICK.HHW.PREHEAT_ENABLE,WICK,HHW,PREHEAT_ENABLE
65514,WICK.HHW.PREHEAT_Hot Water Flow Switch,WICK,HHW,PREHEAT_Hot Water Flow Switch
65515,WICK.HHW.PREHEAT_ON,WICK,HHW,PREHEAT_ON
65516,WICK.HHW.PREHEAT_PUMP,WICK,HHW,PREHEAT_PUMP
65517,WICK.HHW.PREHEAT_Start/Stop,WICK,HHW,PREHEAT_Start/Stop
65518,WICK.HHW.REHEAT_Building Hot Water Supply Temp,WICK,HHW,REHEAT_Building Hot Water Supply Temp
65519,WICK.HHW.REHEAT_Building Hot Water Supply Temp Setpoint,WICK,HHW,REHEAT_Building Hot Water Supply Temp Setpoint
65520,WICK.HHW.REHEAT_ENABLE,WICK,HHW,REHEAT_ENABLE
65521,WICK.HHW.REHEAT_Hot Water Flow Switch,WICK,HHW,REHEAT_Hot Water Flow Switch
65522,WICK.HHW.REHEAT_ON,WICK,HHW,REHEAT_ON
65523,WICK.HHW.REHEAT_PUMP,WICK,HHW,REHEAT_PUMP
65524,WICK.HHW.REHEAT_Start/Stop,WICK,HHW,REHEAT_Start/Stop
65965,WSRC.HHW.Building Hot Water Return Temp,WSRC,HHW,Building Hot Water Return Temp
65966,WSRC.HHW.Building Hot Water Supply Temp,WSRC,HHW,Building Hot Water Supply Temp
65967,WSRC.HHW.Building Hot Water Supply Temp Setpoint,WSRC,HHW,Building Hot Water Supply Temp Setpoint
65968,WSRC.HHW.CRTEMP,WSRC,HHW,CRTEMP
65969,WSRC.HHW.ENABLE,WSRC,HHW,ENABLE
65970,WSRC.HHW.Heating Valve Output,WSRC,HHW,Heating Valve Output
65971,WSRC.HHW.Heating Valve Output ENABLE,WSRC,HHW,Heating Valve Output ENABLE
65972,WSRC.HHW.HEX 1/3O,WSRC,HHW,HEX 1/3O
65973,WSRC.HHW.HEX 2/3O,WSRC,HHW,HEX 2/3O
65974,WSRC.HHW.Hot Water Flow Switch,WSRC,HHW,Hot Water Flow Switch
65975,WSRC.HHW.HWSO,WSRC,HHW,HWSO
65976,WSRC.HHW.Outside Air Enable,WSRC,HHW,Outside Air Enable
65977,WSRC.HHW.Outside Air Temp,WSRC,HHW,Outside Air Temp
65978,WSRC.HHW.Pump 1 Status,WSRC,HHW,Pump 1 Status
66171,YOUNG.HHW.BUILD DP,YOUNG,HHW,BUILD DP
66172,YOUNG.HHW.Building Hot Water Return Temp,YOUNG,HHW,Building Hot Water Return Temp
66173,YOUNG.HHW.Building Hot Water Supply Temp,YOUNG,HHW,Building Hot Water Supply Temp
66174,YOUNG.HHW.Building Hot Water Supply Temp Setpoint,YOUNG,HHW,Building Hot Water Supply Temp Setpoint
66175,YOUNG.HHW.ENABLE,YOUNG,HHW,ENABLE
66176,YOUNG.HHW.HEX1 1/3,YOUNG,HHW,HEX1 1/3
66177,YOUNG.HHW.HEX1 2/3,YOUNG,HHW,HEX1 2/3
66178,YOUNG.HHW.HEX1 42372,YOUNG,HHW,HEX1 42372
66179,YOUNG.HHW.HEX1 42403,YOUNG,HHW,HEX1 42403
66180,YOUNG.HHW.HEX2 1/3,YOUNG,HHW,HEX2 1/3
66181,YOUNG.HHW.HEX2 2/3,YOUNG,HHW,HEX2 2/3
66182,YOUNG.HHW.HEX2 42372,YOUNG,HHW,HEX2 42372
66183,YOUNG.HHW.HEX2 42403,YOUNG,HHW,HEX2 42403
66184,YOUNG.HHW.Outside Air Enable,YOUNG,HHW,Outside Air Enable
66185,YOUNG.HHW.Outside Air Temp,YOUNG,HHW,Outside Air Temp
66186,YOUNG.HHW.Pump 3 Status,YOUNG,HHW,Pump 3 Status
66187,YOUNG.HHW.Pump 4 Status,YOUNG,HHW,Pump 4 Status
66188,YOUNG.HHW.Pump 5 Status,YOUNG,HHW,Pump 5 Status
