,point,Building,Equipment_Type,Sensor_Type
45252,SMOA.CHW.CHWP1VFD_DRIVE MWH,SMOA,CHW,CHWP1VFD_DRIVE MWH
45253,SMOA.CHW.CHWP1VFD_POWER,SMOA,CHW,CHWP1VFD_POWER
45254,SMOA.CHW.Pump2_ALARM,SMOA,CHW,Pump2_ALARM
45255,SMOA.CHW.Pump2_PROOF,SMOA,CHW,Pump2_PROOF
45256,SMOA.CHW.Pump2_SPEED,SMOA,CHW,Pump2_SPEED
45257,SMOA.CHW.Pump2_Start/Stop,SMOA,CHW,Pump2_Start/Stop
45258,SMOA.CHW.Pump2_VFD_DRIVE KWH,SMOA,CHW,Pump2_VFD_DRIVE KWH
45259,SMOA.CHW.CHWP2VFD_DRIVE MWH,SMOA,CHW,CHWP2VFD_DRIVE MWH
45260,SMOA.CHW.CHWP2VFD_POWER,SMOA,CHW,CHWP2VFD_POWER
45261,SMOA.CHW.EOLDP,SMOA,CHW,EOLDP
45264,SMOA.CHW.LAGPUMP,SMOA,CHW,LAGPUMP
45265,SMOA.CHW.LAGSYSTEM,SMOA,CHW,LAGSYSTEM
45266,SMOA.CHW.LEADFLA,SMOA,CHW,LEADFLA
45267,SMOA.CHW.Loop Chilled Water Supply Temp Sp,SMOA,CHW,Loop Chilled Water Supply Temp Sp
45268,SMOA.CHW.MAXFLOW,SMOA,CHW,MAXFLOW
45270,SMOA.CHW.Outside Air Temp,SMOA,CHW,Outside Air Temp
45272,SMOA.CHW.PUMPSEQ,SMOA,CHW,PUMPSEQ
45274,SMOA.CHW.SYSTEM,SMOA,CHW,SYSTEM
47043,SOCS.CHW.BRETPSI,SOCS,CHW,BRETPSI
47044,SOCS.CHW.BRIDGE,SOCS,CHW,BRIDGE
47045,SOCS.CHW.BSUPPSI,SOCS,CHW,BSUPPSI
47046,SOCS.CHW.BTONS,SOCS,CHW,BTONS
47047,SOCS.CHW.Building Chilled Water Flow,SOCS,CHW,Building Chilled Water Flow
47048,SOCS.CHW.Building Chilled Water Return Temp,SOCS,CHW,Building Chilled Water Return Temp
47049,SOCS.CHW.Building Chilled Water Supply Temp,SOCS,CHW,Building Chilled Water Supply Temp
47050,SOCS.CHW.Building Chilled Water Supply Temp Sp,SOCS,CHW,Building Chilled Water Supply Temp Sp
47051,SOCS.CHW.Pump1_SPEED,SOCS,CHW,Pump1_SPEED
47052,SOCS.CHW.Pump1_Start/Stop,SOCS,CHW,Pump1_Start/Stop
47053,SOCS.CHW.Pump2_SPEED,SOCS,CHW,Pump2_SPEED
47054,SOCS.CHW.Pump2_Start/Stop,SOCS,CHW,Pump2_Start/Stop
47055,SOCS.CHW.ECONOMIZER,SOCS,CHW,ECONOMIZER
47056,SOCS.CHW.ENABLE,SOCS,CHW,ENABLE
47057,SOCS.CHW.EOLDP,SOCS,CHW,EOLDP
47058,SOCS.CHW.EOLDP SP,SOCS,CHW,EOLDP SP
47059,SOCS.CHW.LFLOW,SOCS,CHW,LFLOW
47060,SOCS.CHW.Loop Chilled Water Return Temp,SOCS,CHW,Loop Chilled Water Return Temp
47061,SOCS.CHW.Loop Chilled Water Supply Temp,SOCS,CHW,Loop Chilled Water Supply Temp
47062,SOCS.CHW.LOOPDP,SOCS,CHW,LOOPDP
47063,SOCS.CHW.LTONS,SOCS,CHW,LTONS
47064,SOCS.CHW.OA ENABLE,SOCS,CHW,OA ENABLE
47065,SOCS.CHW.Outside Air Temp,SOCS,CHW,Outside Air Temp
47097,SOE.CHW.ECONOMIZER,SOE,CHW,ECONOMIZER
47098,SOUTH.CHW.ECONOMIZER,SOUTH,CHW,ECONOMIZER
47108,SPRL.CHW.Building Chilled Water Return Temp,SPRL,CHW,Building Chilled Water Return Temp
47109,SPRL.CHW.Building Chilled Water Supply Temp,SPRL,CHW,Building Chilled Water Supply Temp
47110,SPRL.CHW.Call 4 COOL,SPRL,CHW,Call 4 COOL
47111,SPRL.CHW.ECONOMIZER,SPRL,CHW,ECONOMIZER
47618,SSC.CHW.AHU Chilled Water Return Temp,SSC,CHW,AHU Chilled Water Return Temp
47619,SSC.CHW.BRIDGE,SSC,CHW,BRIDGE
47620,SSC.CHW.BTONS,SSC,CHW,BTONS
47621,SSC.CHW.BTU_DELTA TEMP,SSC,CHW,BTU_DELTA TEMP
47622,SSC.CHW.BTU_ENERGY RATE,SSC,CHW,BTU_ENERGY RATE
47623,SSC.CHW.BTU_RETURNTEMP,SSC,CHW,BTU_RETURNTEMP
47624,SSC.CHW.BTU_SUPPLYTEMP,SSC,CHW,BTU_SUPPLYTEMP
47625,SSC.CHW.BTU_VOLUME RATE,SSC,CHW,BTU_VOLUME RATE
47626,SSC.CHW.Building Chilled Water Flow,SSC,CHW,Building Chilled Water Flow
47627,SSC.CHW.Building Chilled Water Return Temp,SSC,CHW,Building Chilled Water Return Temp
47628,SSC.CHW.Building Chilled Water Supply Temp,SSC,CHW,Building Chilled Water Supply Temp
47629,SSC.CHW.Building Chilled Water Supply Temp Sp,SSC,CHW,Building Chilled Water Supply Temp Sp
47630,SSC.CHW.CBCHW SP,SSC,CHW,CBCHW SP
47631,SSC.CHW.CBCHWR,SSC,CHW,CBCHWR
47632,SSC.CHW.CBCHWS,SSC,CHW,CBCHWS
47633,SSC.CHW.CBCHWSO,SSC,CHW,CBCHWSO
47634,SSC.CHW.CBENABLE,SSC,CHW,CBENABLE
47635,SSC.CHW.CBEOLDP,SSC,CHW,CBEOLDP
47636,SSC.CHW.CBEOLDP SP,SSC,CHW,CBEOLDP SP
47637,SSC.CHW.CBHXCHWR,SSC,CHW,CBHXCHWR
47644,SSC.CHW.Pump1_SPEED,SSC,CHW,Pump1_SPEED
47645,SSC.CHW.Pump1_SPEEDO,SSC,CHW,Pump1_SPEEDO
47646,SSC.CHW.Pump1_Start/Stop,SSC,CHW,Pump1_Start/Stop
47647,SSC.CHW.Pump2_SPEED,SSC,CHW,Pump2_SPEED
47648,SSC.CHW.Pump2_SPEEDO,SSC,CHW,Pump2_SPEEDO
47649,SSC.CHW.Pump2_Start/Stop,SSC,CHW,Pump2_Start/Stop
47650,SSC.CHW.CLGEN,SSC,CHW,CLGEN
47651,SSC.CHW.ECONOMIZER,SSC,CHW,ECONOMIZER
47652,SSC.CHW.ENABLE,SSC,CHW,ENABLE
47653,SSC.CHW.PUMPDP,SSC,CHW,PUMPDP
47654,SSC.CHW.PUMPDP SP,SSC,CHW,PUMPDP SP
48725,STOR.CHW.BLDGDP,STOR,CHW,BLDGDP
48726,STOR.CHW.BRIDGE,STOR,CHW,BRIDGE
48727,STOR.CHW.Building Chilled Water Supply Temp Sp,STOR,CHW,Building Chilled Water Supply Temp Sp
48728,STOR.CHW.ECONOMIZER,STOR,CHW,ECONOMIZER
48729,STOR.CHW.ENABLE,STOR,CHW,ENABLE
48730,STOR.CHW.EOLDP,STOR,CHW,EOLDP
48731,STOR.CHW.EOLDP SP,STOR,CHW,EOLDP SP
48732,STOR.CHW.LEADLAG,STOR,CHW,LEADLAG
48733,STOR.CHW.LFLOW,STOR,CHW,LFLOW
48734,STOR.CHW.Loop Chilled Water Return Temp,STOR,CHW,Loop Chilled Water Return Temp
48735,STOR.CHW.Loop Chilled Water Supply Temp,STOR,CHW,Loop Chilled Water Supply Temp
48736,STOR.CHW.LOOPDP,STOR,CHW,LOOPDP
48737,STOR.CHW.LTONS,STOR,CHW,LTONS
48738,STOR.CHW.OA ENABLE,STOR,CHW,OA ENABLE
48739,STOR.CHW.Outside Air Temp,STOR,CHW,Outside Air Temp
48740,STOR.CHW.Pump1_SPEED,STOR,CHW,Pump1_SPEED
48741,STOR.CHW.Pump1_Start/Stop,STOR,CHW,Pump1_Start/Stop
48742,STOR.CHW.Pump1_STATUS,STOR,CHW,Pump1_STATUS
48743,STOR.CHW.Pump1_VFD_FREQ OUTPUT,STOR,CHW,Pump1_VFD_FREQ OUTPUT
48744,STOR.CHW.Pump1_VFD_PCT OUTPUT,STOR,CHW,Pump1_VFD_PCT OUTPUT
48745,STOR.CHW.Pump1_VFD_POWER,STOR,CHW,Pump1_VFD_POWER
48746,STOR.CHW.Pump1_VFD_SPEED,STOR,CHW,Pump1_VFD_SPEED
48747,STOR.CHW.P1_P2 TOTAL POWER,STOR,CHW,P1_P2 TOTAL POWER
48748,STOR.CHW.Pump2_SPEED,STOR,CHW,Pump2_SPEED
48749,STOR.CHW.Pump2_Start/Stop,STOR,CHW,Pump2_Start/Stop
48750,STOR.CHW.Pump2_STATUS,STOR,CHW,Pump2_STATUS
48751,STOR.CHW.Pump2_VFD_FREQ OUTPUT,STOR,CHW,Pump2_VFD_FREQ OUTPUT
48752,STOR.CHW.Pump2_VFD_PCT OUTPUT,STOR,CHW,Pump2_VFD_PCT OUTPUT
48753,STOR.CHW.Pump2_VFD_POWER,STOR,CHW,Pump2_VFD_POWER
48754,STOR.CHW.Pump2_VFD_SPEED,STOR,CHW,Pump2_VFD_SPEED
48804,STORER.CHW.BTONS,STORER,CHW,BTONS
48805,STORER.CHW.Building Chilled Water Flow,STORER,CHW,Building Chilled Water Flow
48806,STORER.CHW.Building Chilled Water Return Temp,STORER,CHW,Building Chilled Water Return Temp
48807,STORER.CHW.Building Chilled Water Supply Temp,STORER,CHW,Building Chilled Water Supply Temp
48963,SURGE3.CHW.Building Chilled Water Flow,SURGE3,CHW,Building Chilled Water Flow
48964,SURGE3.CHW.Building Chilled Water Return Temp,SURGE3,CHW,Building Chilled Water Return Temp
48965,SURGE3.CHW.Building Chilled Water Supply Temp,SURGE3,CHW,Building Chilled Water Supply Temp
48966,SURGE3.CHW.BYPAStart/Stop,SURGE3,CHW,BYPAStart/Stop
48967,SURGE3.CHW.BYPASSO,SURGE3,CHW,BYPASSO
48968,SURGE3.CHW.Pump1_Start/Stop,SURGE3,CHW,Pump1_Start/Stop
48969,SURGE3.CHW.CHWSETPOINT,SURGE3,CHW,CHWSETPOINT
48970,SURGE3.CHW.ECONO,SURGE3,CHW,ECONO
48971,SURGE3.CHW.ECONOMIZER,SURGE3,CHW,ECONOMIZER
48972,SURGE3.CHW.LFLOW,SURGE3,CHW,LFLOW
48973,SURGE3.CHW.Loop Chilled Water Return Temp,SURGE3,CHW,Loop Chilled Water Return Temp
48974,SURGE3.CHW.Loop Chilled Water Return Temp CALC,SURGE3,CHW,Loop Chilled Water Return Temp CALC
48975,SURGE3.CHW.Loop Chilled Water Return Temp Sp,SURGE3,CHW,Loop Chilled Water Return Temp Sp
48976,SURGE3.CHW.Loop Chilled Water Supply Temp,SURGE3,CHW,Loop Chilled Water Supply Temp
48977,SURGE3.CHW.Loop Chilled Water Supply Temp Sp,SURGE3,CHW,Loop Chilled Water Supply Temp Sp
48978,SURGE3.CHW.LOOP DP,SURGE3,CHW,LOOP DP
48979,SURGE3.CHW.LOOPFLOWPERCNT,SURGE3,CHW,LOOPFLOWPERCNT
48980,SURGE3.CHW.Outside Air Temp,SURGE3,CHW,Outside Air Temp
49115,SWL.CHW.RETTEMP,SWL,CHW,RETTEMP
49116,SWL.CHW.SUPFLOW,SWL,CHW,SUPFLOW
49117,SWL.CHW.SUPTEMP,SWL,CHW,SUPTEMP
49595,TAPS.CHW.1ST STAGE,TAPS,CHW,1ST STAGE
49596,TAPS.CHW.2ND STAGE,TAPS,CHW,2ND STAGE
49597,TAPS.CHW.3RD STAGE,TAPS,CHW,3RD STAGE
49598,TAPS.CHW.BOTHPUMPS,TAPS,CHW,BOTHPUMPS
49599,TAPS.CHW.BRIDGE,TAPS,CHW,BRIDGE
49600,TAPS.CHW.BRIDGESIG,TAPS,CHW,BRIDGESIG
49601,TAPS.CHW.BTUMETER_DELTA TEMP,TAPS,CHW,BTUMETER_DELTA TEMP
49602,TAPS.CHW.BTUMETER_RETURNTEMP,TAPS,CHW,BTUMETER_RETURNTEMP
49603,TAPS.CHW.BTUMETER_SUPPLYTEMP,TAPS,CHW,BTUMETER_SUPPLYTEMP
49604,TAPS.CHW.BTUMETER_VOLUME RATE,TAPS,CHW,BTUMETER_VOLUME RATE
49605,TAPS.CHW.Building Chilled Water Flow,TAPS,CHW,Building Chilled Water Flow
49606,TAPS.CHW.Building Chilled Water Return Temp,TAPS,CHW,Building Chilled Water Return Temp
49607,TAPS.CHW.Building Chilled Water Supply Temp,TAPS,CHW,Building Chilled Water Supply Temp
49608,TAPS.CHW.Call,TAPS,CHW,Call
49609,TAPS.CHW.CAMPUSDP,TAPS,CHW,CAMPUSDP
49610,TAPS.CHW.CHWP,TAPS,CHW,CHWP
49612,TAPS.CHW.Pump1_SPEED,TAPS,CHW,Pump1_SPEED
49613,TAPS.CHW.Pump1_Start/Stop,TAPS,CHW,Pump1_Start/Stop
49614,TAPS.CHW.Pump2_SPEED,TAPS,CHW,Pump2_SPEED
49615,TAPS.CHW.Pump2_Start/Stop,TAPS,CHW,Pump2_Start/Stop
49616,TAPS.CHW.CHWRDIFSETPT,TAPS,CHW,CHWRDIFSETPT
49617,TAPS.CHW.CHWRSIG,TAPS,CHW,CHWRSIG
49618,TAPS.CHW.CHWSSETPT,TAPS,CHW,CHWSSETPT
49619,TAPS.CHW.CHWSTEMPALARM,TAPS,CHW,CHWSTEMPALARM
49620,TAPS.CHW.DPALARM,TAPS,CHW,DPALARM
49621,TAPS.CHW.DPSETPT,TAPS,CHW,DPSETPT
49622,TAPS.CHW.ECONOMIZER,TAPS,CHW,ECONOMIZER
49623,TAPS.CHW.ECONOSIG,TAPS,CHW,ECONOSIG
49624,TAPS.CHW.EOLDP,TAPS,CHW,EOLDP
49625,TAPS.CHW.FLOWALARM,TAPS,CHW,FLOWALARM
49626,TAPS.CHW.Loop Chilled Water Flow,TAPS,CHW,Loop Chilled Water Flow
49627,TAPS.CHW.Loop Chilled Water Return Temp,TAPS,CHW,Loop Chilled Water Return Temp
49628,TAPS.CHW.Loop Chilled Water Return TempP,TAPS,CHW,Loop Chilled Water Return TempP
49629,TAPS.CHW.Loop Chilled Water Supply Temp,TAPS,CHW,Loop Chilled Water Supply Temp
49630,TAPS.CHW.Loop Chilled Water Supply Temp Sp,TAPS,CHW,Loop Chilled Water Supply Temp Sp
49631,TAPS.CHW.MAXSPEED,TAPS,CHW,MAXSPEED
49632,TAPS.CHW.Outside Air Temp,TAPS,CHW,Outside Air Temp
49668,TCAMP.CHW.1ST STAGE,TCAMP,CHW,1ST STAGE
49669,TCAMP.CHW.2ND STAGE,TCAMP,CHW,2ND STAGE
49670,TCAMP.CHW.3RD STAGE,TCAMP,CHW,3RD STAGE
49671,TCAMP.CHW.AVGFLOW,TCAMP,CHW,AVGFLOW
49672,TCAMP.CHW.BCHWSO,TCAMP,CHW,BCHWSO
49673,TCAMP.CHW.BRIDGE,TCAMP,CHW,BRIDGE
49674,TCAMP.CHW.BRIDGEO,TCAMP,CHW,BRIDGEO
49675,TCAMP.CHW.Building Chilled Water Supply Temp Sp,TCAMP,CHW,Building Chilled Water Supply Temp Sp
49676,TCAMP.CHW.BYPAStart/Stop,TCAMP,CHW,BYPAStart/Stop
49677,TCAMP.CHW.CAMPUSDP,TCAMP,CHW,CAMPUSDP
49678,TCAMP.CHW.CCO,TCAMP,CHW,CCO
49679,TCAMP.CHW.CHWDT,TCAMP,CHW,CHWDT
49680,TCAMP.CHW.COLD,TCAMP,CHW,COLD
49681,TCAMP.CHW.ECONOMIZER,TCAMP,CHW,ECONOMIZER
49682,TCAMP.CHW.ECONOMIZERO,TCAMP,CHW,ECONOMIZERO
49683,TCAMP.CHW.ENABLE,TCAMP,CHW,ENABLE
49684,TCAMP.CHW.FLOW,TCAMP,CHW,FLOW
49685,TCAMP.CHW.HEAT_COOL_MODE,TCAMP,CHW,HEAT_COOL_MODE
49686,TCAMP.CHW.Loop Chilled Water Return Temp,TCAMP,CHW,Loop Chilled Water Return Temp
49687,TCAMP.CHW.Loop Chilled Water Supply Temp,TCAMP,CHW,Loop Chilled Water Supply Temp
49688,TCAMP.CHW.PUMPENABLE,TCAMP,CHW,PUMPENABLE
50252,TER1.CHW.1ST STAGE,TER1,CHW,1ST STAGE
50253,TER1.CHW.2ND STAGE,TER1,CHW,2ND STAGE
50254,TER1.CHW.3RD STAGE,TER1,CHW,3RD STAGE
50255,TER1.CHW.BCHWDT,TER1,CHW,BCHWDT
50256,TER1.CHW.BCHWSO,TER1,CHW,BCHWSO
50257,TER1.CHW.BCHWUSAGE,TER1,CHW,BCHWUSAGE
50258,TER1.CHW.BLDGDPO,TER1,CHW,BLDGDPO
50259,TER1.CHW.BRIDGE,TER1,CHW,BRIDGE
50260,TER1.CHW.BRIDGEO,TER1,CHW,BRIDGEO
50261,TER1.CHW.BTONS,TER1,CHW,BTONS
50262,TER1.CHW.Building Chilled Water Flow,TER1,CHW,Building Chilled Water Flow
50263,TER1.CHW.Building Chilled Water Return Temp,TER1,CHW,Building Chilled Water Return Temp
50264,TER1.CHW.Building Chilled Water Supply Temp,TER1,CHW,Building Chilled Water Supply Temp
50265,TER1.CHW.Building Chilled Water Supply Temp Sp,TER1,CHW,Building Chilled Water Supply Temp Sp
50266,TER1.CHW.BYPAStart/Stop,TER1,CHW,BYPAStart/Stop
50267,TER1.CHW.CAMPUSDP,TER1,CHW,CAMPUSDP
50268,TER1.CHW.CCO,TER1,CHW,CCO
50269,TER1.CHW.ECONOMIZER,TER1,CHW,ECONOMIZER
50270,TER1.CHW.ECONOMIZERO,TER1,CHW,ECONOMIZERO
50271,TER1.CHW.ENABLE,TER1,CHW,ENABLE
50272,TER1.CHW.LFLOW,TER1,CHW,LFLOW
50273,TER1.CHW.Loop Chilled Water Return Temp,TER1,CHW,Loop Chilled Water Return Temp
50274,TER1.CHW.Loop Chilled Water Supply Temp,TER1,CHW,Loop Chilled Water Supply Temp
50275,TER1.CHW.LTONS,TER1,CHW,LTONS
50276,TER1.CHW.PUMPENABLE,TER1,CHW,PUMPENABLE
51054,TERC.CHW.BLDGDP,TERC,CHW,BLDGDP
51055,TERC.CHW.BLDGDPAVG,TERC,CHW,BLDGDPAVG
51056,TERC.CHW.BLDGDPO,TERC,CHW,BLDGDPO
51057,TERC.CHW.BLDGDPS,TERC,CHW,BLDGDPS
51058,TERC.CHW.BTONS,TERC,CHW,BTONS
51059,TERC.CHW.Building Chilled Water Flow,TERC,CHW,Building Chilled Water Flow
51060,TERC.CHW.Building Chilled Water Return Temp,TERC,CHW,Building Chilled Water Return Temp
51061,TERC.CHW.Building Chilled Water Supply Temp,TERC,CHW,Building Chilled Water Supply Temp
51062,TERC.CHW.Pump1_FEEDBACK,TERC,CHW,Pump1_FEEDBACK
51063,TERC.CHW.Pump1_PRF,TERC,CHW,Pump1_PRF
51064,TERC.CHW.Pump1_SPEED,TERC,CHW,Pump1_SPEED
51065,TERC.CHW.Pump1_SPEEDO,TERC,CHW,Pump1_SPEEDO
51066,TERC.CHW.Pump1_Start/Stop,TERC,CHW,Pump1_Start/Stop
51067,TERC.CHW.Pump2_SPEED,TERC,CHW,Pump2_SPEED
51068,TERC.CHW.COOLINGSWITCH,TERC,CHW,COOLINGSWITCH
51069,TERC.CHW.ECONOMIZER,TERC,CHW,ECONOMIZER
51070,TERC.CHW.ENABLE,TERC,CHW,ENABLE
51071,TERC.CHW.EOLDP,TERC,CHW,EOLDP
51072,TERC.CHW.EOLDPAVG,TERC,CHW,EOLDPAVG
51073,TERC.CHW.EOLDPO,TERC,CHW,EOLDPO
51074,TERC.CHW.EOLDPS,TERC,CHW,EOLDPS
51075,TERC.CHW.LOWTEMPMODE,TERC,CHW,LOWTEMPMODE
51076,TERC.CHW.Outside Air Temp,TERC,CHW,Outside Air Temp
52084,THUR.CHW.BTU PER HR,THUR,CHW,BTU PER HR
52085,THUR.CHW.Building Chilled Water Flow,THUR,CHW,Building Chilled Water Flow
52086,THUR.CHW.Building Chilled Water Return Temp,THUR,CHW,Building Chilled Water Return Temp
52087,THUR.CHW.Building Chilled Water Supply Temp,THUR,CHW,Building Chilled Water Supply Temp
52088,THUR.CHW.Building Chilled Water Supply Temp Sp,THUR,CHW,Building Chilled Water Supply Temp Sp
52095,THUR.CHW.CHWP2A_FREQ OUTPUT,THUR,CHW,CHWP2A_FREQ OUTPUT
52096,THUR.CHW.CHWP2A_PCT OUTPUT,THUR,CHW,CHWP2A_PCT OUTPUT
52097,THUR.CHW.CHWP2A_POWER,THUR,CHW,CHWP2A_POWER
52098,THUR.CHW.CHWP2A_SPEED,THUR,CHW,CHWP2A_SPEED
52099,THUR.CHW.CHWP2B_FREQ OUTPUT,THUR,CHW,CHWP2B_FREQ OUTPUT
52100,THUR.CHW.CHWP2B_PCT OUTPUT,THUR,CHW,CHWP2B_PCT OUTPUT
52101,THUR.CHW.CHWP2B_POWER,THUR,CHW,CHWP2B_POWER
52102,THUR.CHW.CHWP2B_SPEED,THUR,CHW,CHWP2B_SPEED
52103,THUR.CHW.ECONOMIZER,THUR,CHW,ECONOMIZER
52104,THUR.CHW.ENABLE,THUR,CHW,ENABLE
52106,THUR.CHW.EOLDP,THUR,CHW,EOLDP
52107,THUR.CHW.EOLDP SP,THUR,CHW,EOLDP SP
52108,THUR.CHW.Loop Chilled Water Return Temp,THUR,CHW,Loop Chilled Water Return Temp
52109,THUR.CHW.Loop Chilled Water Supply Temp,THUR,CHW,Loop Chilled Water Supply Temp
52110,THUR.CHW.LOOP FLOW,THUR,CHW,LOOP FLOW
52111,THUR.CHW.Outside Air Temp,THUR,CHW,Outside Air Temp
52120,THUR.CHW.WEST CHWP_FREQ OUTPUT,THUR,CHW,WEST CHWP_FREQ OUTPUT
52121,THUR.CHW.WEST CHWP_PCT OUTPUT,THUR,CHW,WEST CHWP_PCT OUTPUT
52122,THUR.CHW.WEST CHWP_POWER,THUR,CHW,WEST CHWP_POWER
52123,THUR.CHW.WEST CHWP_SPEED,THUR,CHW,WEST CHWP_SPEED
53744,TUPP.CHW.Building Chilled Water Flow,TUPP,CHW,Building Chilled Water Flow
53745,TUPP.CHW.Building Chilled Water Return Temp,TUPP,CHW,Building Chilled Water Return Temp
53746,TUPP.CHW.Building Chilled Water Return Temp Sp,TUPP,CHW,Building Chilled Water Return Temp Sp
53747,TUPP.CHW.Building Chilled Water Supply Temp,TUPP,CHW,Building Chilled Water Supply Temp
53748,TUPP.CHW.BUILDINGDP,TUPP,CHW,BUILDINGDP
53749,TUPP.CHW.BYPVALVE,TUPP,CHW,BYPVALVE
53750,TUPP.CHW.CHWP1,TUPP,CHW,CHWP1
53751,TUPP.CHW.CHWP2,TUPP,CHW,CHWP2
53752,TUPP.CHW.ECONOMIZER,TUPP,CHW,ECONOMIZER
53753,TUPP.CHW.EOLDP,TUPP,CHW,EOLDP
53754,TUPP.CHW.EOLSP,TUPP,CHW,EOLSP
53755,TUPP.CHW.Loop Chilled Water Flow,TUPP,CHW,Loop Chilled Water Flow
53756,TUPP.CHW.Loop Chilled Water Return Temp,TUPP,CHW,Loop Chilled Water Return Temp
53757,TUPP.CHW.Loop Chilled Water Supply Temp,TUPP,CHW,Loop Chilled Water Supply Temp
53758,TUPP.CHW.LOOPDP,TUPP,CHW,LOOPDP
53759,TUPP.CHW.LRETPSI,TUPP,CHW,LRETPSI
53760,TUPP.CHW.LSUPPSI,TUPP,CHW,LSUPPSI
53761,TUPP.CHW.LTONS,TUPP,CHW,LTONS
53762,TUPP.CHW.PEAKFLOW,TUPP,CHW,PEAKFLOW
53763,TUPP.CHW.PEAKTONS,TUPP,CHW,PEAKTONS
53764,TUPP.CHW.TONHRS,TUPP,CHW,TONHRS
53765,TUPP.CHW.TONHRSDAY,TUPP,CHW,TONHRSDAY
53766,TUPP.CHW.TONS,TUPP,CHW,TONS
53767,TUPP.CHW.TOTALFLOW,TUPP,CHW,TOTALFLOW
53768,TUPP.CHW.VFD1SPEEDSIG,TUPP,CHW,VFD1SPEEDSIG
53769,TUPP.CHW.VFD2SPEEDSIG,TUPP,CHW,VFD2SPEEDSIG
55125,VEIH.CHW.BCHWR,VEIH,CHW,BCHWR
55126,VEIH.CHW.BCHWS,VEIH,CHW,BCHWS
55127,VEIH.CHW.Pump1_SPEED,VEIH,CHW,Pump1_SPEED
55128,VEIH.CHW.Pump1_Start/Stop,VEIH,CHW,Pump1_Start/Stop
55129,VEIH.CHW.Pump1_VFD_FREQ OUTPUT,VEIH,CHW,Pump1_VFD_FREQ OUTPUT
55130,VEIH.CHW.Pump1_VFD_PCT OUTPUT,VEIH,CHW,Pump1_VFD_PCT OUTPUT
55131,VEIH.CHW.Pump1_VFD_POWER,VEIH,CHW,Pump1_VFD_POWER
55132,VEIH.CHW.Pump1_VFD_SPEED,VEIH,CHW,Pump1_VFD_SPEED
55133,VEIH.CHW.Pump2_SPEED,VEIH,CHW,Pump2_SPEED
55134,VEIH.CHW.Pump2_Start/Stop,VEIH,CHW,Pump2_Start/Stop
55135,VEIH.CHW.Pump2_VFD_FREQ OUTPUT,VEIH,CHW,Pump2_VFD_FREQ OUTPUT
55136,VEIH.CHW.Pump2_VFD_PCT OUTPUT,VEIH,CHW,Pump2_VFD_PCT OUTPUT
55137,VEIH.CHW.Pump2_VFD_POWER,VEIH,CHW,Pump2_VFD_POWER
55138,VEIH.CHW.Pump2_VFD_SPEED,VEIH,CHW,Pump2_VFD_SPEED
55139,VEIH.CHW.CHWR,VEIH,CHW,CHWR
55140,VEIH.CHW.CHWS,VEIH,CHW,CHWS
55141,VEIH.CHW.ECONOMIZER,VEIH,CHW,ECONOMIZER
55142,VEIH.CHW.ENABLE,VEIH,CHW,ENABLE
55793,VM2.CHW.BTONS,VM2,CHW,BTONS
55794,VM2.CHW.Building Chilled Water Flow,VM2,CHW,Building Chilled Water Flow
55795,VM2.CHW.Building Chilled Water Return Temp,VM2,CHW,Building Chilled Water Return Temp
55796,VM2.CHW.Building Chilled Water Return Temp Sp,VM2,CHW,Building Chilled Water Return Temp Sp
55797,VM2.CHW.Building Chilled Water Supply Temp,VM2,CHW,Building Chilled Water Supply Temp
55798,VM2.CHW.Building Chilled Water Supply Temp Sp,VM2,CHW,Building Chilled Water Supply Temp Sp
55799,VM2.CHW.BUILDINGDP,VM2,CHW,BUILDINGDP
55800,VM2.CHW.BYPVALVE,VM2,CHW,BYPVALVE
55801,VM2.CHW.ECONOMIZER,VM2,CHW,ECONOMIZER
55802,VM2.CHW.EOLDP,VM2,CHW,EOLDP
55803,VM2.CHW.EOLDPSP,VM2,CHW,EOLDPSP
55804,VM2.CHW.Loop Chilled Water Return Temp,VM2,CHW,Loop Chilled Water Return Temp
55805,VM2.CHW.Loop Chilled Water Supply Temp,VM2,CHW,Loop Chilled Water Supply Temp
55806,VM2.CHW.LOOPDP,VM2,CHW,LOOPDP
55807,VM2.CHW.LOOPFLOW,VM2,CHW,LOOPFLOW
55808,VM2.CHW.LRETPSI,VM2,CHW,LRETPSI
55809,VM2.CHW.LSUPPSI,VM2,CHW,LSUPPSI
55810,VM2.CHW.LTONS,VM2,CHW,LTONS
55811,VM2.CHW.LTONS VIRT,VM2,CHW,LTONS VIRT
55812,VM2.CHW.LTONSDAILY,VM2,CHW,LTONSDAILY
55813,VM2.CHW.ROOM TEMP,VM2,CHW,ROOM TEMP
55814,VM2.CHW.TONS,VM2,CHW,TONS
55815,VM2.CHW.TONS VIRT,VM2,CHW,TONS VIRT
55816,VM2.CHW.VFD1SPEEDSIG,VM2,CHW,VFD1SPEEDSIG
55817,VM2.CHW.VFD2SPEEDSIG,VM2,CHW,VFD2SPEEDSIG
59357,VM3A.CHW.1ST STAGE,VM3A,CHW,1ST STAGE
59358,VM3A.CHW.2ND STAGE,VM3A,CHW,2ND STAGE
59359,VM3A.CHW.3RD STAGE,VM3A,CHW,3RD STAGE
59360,VM3A.CHW.BCHWDT,VM3A,CHW,BCHWDT
59361,VM3A.CHW.BCHWSO,VM3A,CHW,BCHWSO
