,point,Building,Equipment_Type,Sensor_Type
33678,OLS.CHW.CHWP3_SPEED,OLS,CHW,CHWP3_SPEED
33679,OLS.CHW.ECONOMIZER,OLS,CHW,ECONOMIZER
33680,OLS.CHW.ENABLE,OLS,CHW,ENABLE
33681,OLS.CHW.Outside Air Temp,OLS,CHW,Outside Air Temp
39267,PES_ICS.CHW.BCHWRSP,PES_ICS,CHW,BCHWRSP
39268,PES_ICS.CHW.BCHWS SP,PES_ICS,CHW,BCHWS SP
39269,PES_ICS.CHW.BRIDGE,PES_ICS,CHW,BRIDGE
39270,PES_ICS.CHW.BTONS,PES_ICS,CHW,BTONS
39271,PES_ICS.CHW.Building Chilled Water Flow,PES_ICS,CHW,Building Chilled Water Flow
39272,PES_ICS.CHW.Building Chilled Water Return Temp,PES_ICS,CHW,Building Chilled Water Return Temp
39273,PES_ICS.CHW.Building Chilled Water Supply Temp,PES_ICS,CHW,Building Chilled Water Supply Temp
39274,PES_ICS.CHW.CCP,PES_ICS,CHW,CCP
39275,PES_ICS.CHW.ECONOMIZER,PES_ICS,CHW,ECONOMIZER
39276,PES_ICS.CHW.ENABLE,PES_ICS,CHW,ENABLE
39277,PES_ICS.CHW.EOLDP 1,PES_ICS,CHW,EOLDP 1
39278,PES_ICS.CHW.EOLDP 2,PES_ICS,CHW,EOLDP 2
39279,PES_ICS.CHW.EOLDP 3,PES_ICS,CHW,EOLDP 3
39280,PES_ICS.CHW.EOLDP 4,PES_ICS,CHW,EOLDP 4
39281,PES_ICS.CHW.EOLDP SP,PES_ICS,CHW,EOLDP SP
39282,PES_ICS.CHW.EOLSP,PES_ICS,CHW,EOLSP
39283,PES_ICS.CHW.Loop Chilled Water Flow,PES_ICS,CHW,Loop Chilled Water Flow
39284,PES_ICS.CHW.Loop Chilled Water Return Temp,PES_ICS,CHW,Loop Chilled Water Return Temp
39285,PES_ICS.CHW.LoopChillWaterFlow,PES_ICS,CHW,LoopChillWaterFlow
39286,PES_ICS.CHW.LoopCHW,PES_ICS,CHW,LoopCHW
39287,PES_ICS.CHW.LoopCHWR,PES_ICS,CHW,LoopCHWR
39289,PES_ICS.CHW.LoopCHWS,PES_ICS,CHW,LoopCHWS
39291,PES_ICS.CHW.LoopDP,PES_ICS,CHW,LoopDP
39292,PES_ICS.CHW.MAXFLOW,PES_ICS,CHW,MAXFLOW
39293,PES_ICS.CHW.OA ENABLE,PES_ICS,CHW,OA ENABLE
39294,PES_ICS.CHW.Outside Air Temp Virt,PES_ICS,CHW,Outside Air Temp Virt
39295,PES_ICS.CHW.Pump1_SPEED,PES_ICS,CHW,Pump1_SPEED
39296,PES_ICS.CHW.Pump1_Start/Stop,PES_ICS,CHW,Pump1_Start/Stop
39297,PES_ICS.CHW.Pump2_SPEED,PES_ICS,CHW,Pump2_SPEED
39298,PES_ICS.CHW.Pump2_Start/Stop,PES_ICS,CHW,Pump2_Start/Stop
39299,PES_ICS.CHW.PEAKFLOW,PES_ICS,CHW,PEAKFLOW
39300,PES_ICS.CHW.PUMP DP,PES_ICS,CHW,PUMP DP
39301,PES_ICS.CHW.Riser1EOLDP,PES_ICS,CHW,Riser1EOLDP
39302,PES_ICS.CHW.Riser2EOLDP,PES_ICS,CHW,Riser2EOLDP
39303,PES_ICS.CHW.Riser3EOLDP,PES_ICS,CHW,Riser3EOLDP
39304,PES_ICS.CHW.Riser4EOLDP,PES_ICS,CHW,Riser4EOLDP
39305,PES_ICS.CHW.Supply Air Pressure,PES_ICS,CHW,Supply Air Pressure
39306,PES_ICS.CHW.TONS,PES_ICS,CHW,TONS
39307,PES_ICS.CHW.TOTALFLOW,PES_ICS,CHW,TOTALFLOW
39308,PES_ICS.CHW.XVO,PES_ICS,CHW,XVO
39968,PHSL.CHW.Building Chilled Water Flow,PHSL,CHW,Building Chilled Water Flow
39969,PHSL.CHW.ECONOMIZER,PHSL,CHW,ECONOMIZER
39970,PHSL.CHW.Loop Chilled Water Return Temp,PHSL,CHW,Loop Chilled Water Return Temp
39971,PHSL.CHW.Loop Chilled Water Supply Temp,PHSL,CHW,Loop Chilled Water Supply Temp
39972,PHSL.CHW.Pump1_SPEED,PHSL,CHW,Pump1_SPEED
39973,PHSL.CHW.Pump1_Start/Stop,PHSL,CHW,Pump1_Start/Stop
39974,PHSL.CHW.Pump2_SPEED,PHSL,CHW,Pump2_SPEED
39975,PHSL.CHW.Pump2_Start/Stop,PHSL,CHW,Pump2_Start/Stop
40047,PH_GEO.CHW.BRIDGE,PH_GEO,CHW,BRIDGE
40048,PH_GEO.CHW.BTONS,PH_GEO,CHW,BTONS
40049,PH_GEO.CHW.BUILD DP,PH_GEO,CHW,BUILD DP
40050,PH_GEO.CHW.Building Chilled Water Flow,PH_GEO,CHW,Building Chilled Water Flow
40051,PH_GEO.CHW.Building Chilled Water Return Temp,PH_GEO,CHW,Building Chilled Water Return Temp
40052,PH_GEO.CHW.Building Chilled Water Supply Temp,PH_GEO,CHW,Building Chilled Water Supply Temp
40053,PH_GEO.CHW.Building Chilled Water Supply Temp Sp,PH_GEO,CHW,Building Chilled Water Supply Temp Sp
40054,PH_GEO.CHW.ECONOMIZER,PH_GEO,CHW,ECONOMIZER
40055,PH_GEO.CHW.ENABLE,PH_GEO,CHW,ENABLE
40056,PH_GEO.CHW.EOLDP,PH_GEO,CHW,EOLDP
40057,PH_GEO.CHW.EOLDP SP,PH_GEO,CHW,EOLDP SP
40058,PH_GEO.CHW.LEADLAG,PH_GEO,CHW,LEADLAG
40059,PH_GEO.CHW.Loop Chilled Water Flow,PH_GEO,CHW,Loop Chilled Water Flow
40060,PH_GEO.CHW.Loop Chilled Water Return Temp,PH_GEO,CHW,Loop Chilled Water Return Temp
40061,PH_GEO.CHW.Loop Chilled Water Return Temp Sp,PH_GEO,CHW,Loop Chilled Water Return Temp Sp
40062,PH_GEO.CHW.Loop Chilled Water Supply Temp,PH_GEO,CHW,Loop Chilled Water Supply Temp
40063,PH_GEO.CHW.Loop Chilled Water Supply Temp Sp,PH_GEO,CHW,Loop Chilled Water Supply Temp Sp
40064,PH_GEO.CHW.LOOP DP,PH_GEO,CHW,LOOP DP
40065,PH_GEO.CHW.OA ENABLE,PH_GEO,CHW,OA ENABLE
40066,PH_GEO.CHW.Outside Air Temp,PH_GEO,CHW,Outside Air Temp
40067,PH_GEO.CHW.Pump1_SPEED,PH_GEO,CHW,Pump1_SPEED
40068,PH_GEO.CHW.Pump1_Start/Stop,PH_GEO,CHW,Pump1_Start/Stop
40069,PH_GEO.CHW.Pump2_SPEED,PH_GEO,CHW,Pump2_SPEED
40070,PH_GEO.CHW.Pump2_Start/Stop,PH_GEO,CHW,Pump2_Start/Stop
40071,PH_GEO.CHW.Pump3_Start/Stop,PH_GEO,CHW,Pump3_Start/Stop
40072,PH_GEO.CHW.Pump3_STATUS,PH_GEO,CHW,Pump3_STATUS
40073,PH_GEO.CHW.ROS CHWS,PH_GEO,CHW,ROS CHWS
40074,PH_GEO.CHW.TONS,PH_GEO,CHW,TONS
40744,RECH.CHW.Building Chilled Water Return Temp,RECH,CHW,Building Chilled Water Return Temp
40745,RECH.CHW.Building Chilled Water Supply Temp,RECH,CHW,Building Chilled Water Supply Temp
40756,RECH.CHW.Pump1_SPEED,RECH,CHW,Pump1_SPEED
40757,RECH.CHW.Pump1_Start/Stop,RECH,CHW,Pump1_Start/Stop
40758,RECH.CHW.Pump2_SPEED,RECH,CHW,Pump2_SPEED
40759,RECH.CHW.Pump2_Start/Stop,RECH,CHW,Pump2_Start/Stop
40761,RECH.CHW.ENABLE,RECH,CHW,ENABLE
40762,RECH.CHW.Loop Chilled Water Supply Temp,RECH,CHW,Loop Chilled Water Supply Temp
40764,RECH.CHW.Outside Air Temp,RECH,CHW,Outside Air Temp
40813,REGN.CHW.Building Chilled Water Return Temp,REGN,CHW,Building Chilled Water Return Temp
40814,REGN.CHW.Building Chilled Water Supply Temp,REGN,CHW,Building Chilled Water Supply Temp
41350,ROBN.CHW.BRIDGE,ROBN,CHW,BRIDGE
41351,ROBN.CHW.Building Chilled Water Flow,ROBN,CHW,Building Chilled Water Flow
41352,ROBN.CHW.Building Chilled Water Return Temp,ROBN,CHW,Building Chilled Water Return Temp
41353,ROBN.CHW.Building Chilled Water Supply Temp,ROBN,CHW,Building Chilled Water Supply Temp
41354,ROBN.CHW.Building Chilled Water Supply Temp Sp,ROBN,CHW,Building Chilled Water Supply Temp Sp
41355,ROBN.CHW.CWBTU_ENERGY RATE,ROBN,CHW,CWBTU_ENERGY RATE
41356,ROBN.CHW.CWBTU_RETURNTEMP,ROBN,CHW,CWBTU_RETURNTEMP
41357,ROBN.CHW.CWBTU_SUPPLYTEMP,ROBN,CHW,CWBTU_SUPPLYTEMP
41358,ROBN.CHW.CWBTU_VOLUME RATE,ROBN,CHW,CWBTU_VOLUME RATE
41359,ROBN.CHW.ECONO DP,ROBN,CHW,ECONO DP
41360,ROBN.CHW.ECONOMIZER,ROBN,CHW,ECONOMIZER
41361,ROBN.CHW.ENABLE,ROBN,CHW,ENABLE
41363,ROBN.CHW.EOLDP SP,ROBN,CHW,EOLDP SP
41380,ROBN.CHW.Loop Chilled Water Flow,ROBN,CHW,Loop Chilled Water Flow
41381,ROBN.CHW.Loop Chilled Water Return Temp,ROBN,CHW,Loop Chilled Water Return Temp
41382,ROBN.CHW.Loop Chilled Water Return Temp Sp,ROBN,CHW,Loop Chilled Water Return Temp Sp
41383,ROBN.CHW.Loop Chilled Water Supply Temp,ROBN,CHW,Loop Chilled Water Supply Temp
41384,ROBN.CHW.Loop Chilled Water Supply Temp Sp,ROBN,CHW,Loop Chilled Water Supply Temp Sp
41386,ROBN.CHW.LTONS,ROBN,CHW,LTONS
41387,ROBN.CHW.OA ENABLE,ROBN,CHW,OA ENABLE
41388,ROBN.CHW.Outside Air Temp,ROBN,CHW,Outside Air Temp
41389,ROBN.CHW.Pump1_SPEED,ROBN,CHW,Pump1_SPEED
41390,ROBN.CHW.Pump1_SPEED FB,ROBN,CHW,Pump1_SPEED FB
41391,ROBN.CHW.Pump1_Start/Stop,ROBN,CHW,Pump1_Start/Stop
41392,ROBN.CHW.Pump2_SPEED,ROBN,CHW,Pump2_SPEED
41393,ROBN.CHW.Pump2_SPEED FB,ROBN,CHW,Pump2_SPEED FB
41394,ROBN.CHW.Pump2_Start/Stop,ROBN,CHW,Pump2_Start/Stop
41821,ROBS.CHW.BRIDGE,ROBS,CHW,BRIDGE
41822,ROBS.CHW.BTONS,ROBS,CHW,BTONS
41823,ROBS.CHW.Building Chilled Water Flow,ROBS,CHW,Building Chilled Water Flow
41824,ROBS.CHW.Building Chilled Water Return Temp,ROBS,CHW,Building Chilled Water Return Temp
41825,ROBS.CHW.Building Chilled Water Supply Temp,ROBS,CHW,Building Chilled Water Supply Temp
41826,ROBS.CHW.Building Chilled Water Supply Temp Sp,ROBS,CHW,Building Chilled Water Supply Temp Sp
41827,ROBS.CHW.ECONO DP,ROBS,CHW,ECONO DP
41828,ROBS.CHW.ECONOMIZER,ROBS,CHW,ECONOMIZER
41829,ROBS.CHW.ENABLE,ROBS,CHW,ENABLE
41831,ROBS.CHW.EOLDP SP,ROBS,CHW,EOLDP SP
41832,ROBS.CHW.LEADLAG,ROBS,CHW,LEADLAG
41833,ROBS.CHW.Loop Chilled Water Flow,ROBS,CHW,Loop Chilled Water Flow
41834,ROBS.CHW.Loop Chilled Water Return Temp,ROBS,CHW,Loop Chilled Water Return Temp
41835,ROBS.CHW.Loop Chilled Water Return Temp Sp,ROBS,CHW,Loop Chilled Water Return Temp Sp
41836,ROBS.CHW.Loop Chilled Water Supply Temp,ROBS,CHW,Loop Chilled Water Supply Temp
41837,ROBS.CHW.Loop Chilled Water Supply Temp Sp,ROBS,CHW,Loop Chilled Water Supply Temp Sp
41839,ROBS.CHW.LTONS,ROBS,CHW,LTONS
41840,ROBS.CHW.Pump1_SPEED,ROBS,CHW,Pump1_SPEED
41841,ROBS.CHW.Pump1_Start/Stop,ROBS,CHW,Pump1_Start/Stop
41842,ROBS.CHW.Pump1_STATUS,ROBS,CHW,Pump1_STATUS
41843,ROBS.CHW.Pump2_SPEED,ROBS,CHW,Pump2_SPEED
41844,ROBS.CHW.Pump2_SPEED FB,ROBS,CHW,Pump2_SPEED FB
41845,ROBS.CHW.Pump2_Start/Stop,ROBS,CHW,Pump2_Start/Stop
41846,ROBS.CHW.Pump2_STATUS,ROBS,CHW,Pump2_STATUS
42141,RYER.CHW.BLGDPSP,RYER,CHW,BLGDPSP
42142,RYER.CHW.BRIDGE,RYER,CHW,BRIDGE
42145,RYER.CHW.CHWPBYPAStart/Stop,RYER,CHW,CHWPBYPAStart/Stop
42146,RYER.CHW.CHWSSETPOINT,RYER,CHW,CHWSSETPOINT
42147,RYER.CHW.DP1STAGELOW,RYER,CHW,DP1STAGELOW
42148,RYER.CHW.ECONOMIZER,RYER,CHW,ECONOMIZER
42149,RYER.CHW.ECONOMIZERPOS,RYER,CHW,ECONOMIZERPOS
42150,RYER.CHW.Loop Chilled Water Return Temp,RYER,CHW,Loop Chilled Water Return Temp
42151,RYER.CHW.Loop Chilled Water Return Temp Sp,RYER,CHW,Loop Chilled Water Return Temp Sp
42152,RYER.CHW.Loop Chilled Water Supply Temp,RYER,CHW,Loop Chilled Water Supply Temp
42153,RYER.CHW.Loop Chilled Water Supply Temp Sp,RYER,CHW,Loop Chilled Water Supply Temp Sp
42154,RYER.CHW.LOOPDP,RYER,CHW,LOOPDP
42155,RYER.CHW.LOOPFLOW,RYER,CHW,LOOPFLOW
42703,SCC.CHW.BRIDGE,SCC,CHW,BRIDGE
42704,SCC.CHW.BTU_ENERGY RATE,SCC,CHW,BTU_ENERGY RATE
42705,SCC.CHW.BTU_RETURNTEMP,SCC,CHW,BTU_RETURNTEMP
42706,SCC.CHW.BTU_SUPPLYTEMP,SCC,CHW,BTU_SUPPLYTEMP
42707,SCC.CHW.BTU_VOLUME RATE,SCC,CHW,BTU_VOLUME RATE
42708,SCC.CHW.Building Chilled Water Flow,SCC,CHW,Building Chilled Water Flow
42709,SCC.CHW.Building Chilled Water Return Temp,SCC,CHW,Building Chilled Water Return Temp
42710,SCC.CHW.Building Chilled Water Supply Temp,SCC,CHW,Building Chilled Water Supply Temp
42711,SCC.CHW.Building Chilled Water Supply Temp Sp,SCC,CHW,Building Chilled Water Supply Temp Sp
42712,SCC.CHW.CCOMAX,SCC,CHW,CCOMAX
42713,SCC.CHW.CHW STG 1,SCC,CHW,CHW STG 1
42714,SCC.CHW.CHW STG 2,SCC,CHW,CHW STG 2
42715,SCC.CHW.Pump1_SPEED,SCC,CHW,Pump1_SPEED
42716,SCC.CHW.Pump1_Start/Stop,SCC,CHW,Pump1_Start/Stop
42717,SCC.CHW.CHWP1VFD_FREQ OUTPUT,SCC,CHW,CHWP1VFD_FREQ OUTPUT
42718,SCC.CHW.CHWP1VFD_PCT OUTPUT,SCC,CHW,CHWP1VFD_PCT OUTPUT
42719,SCC.CHW.CHWP1VFD_POWER,SCC,CHW,CHWP1VFD_POWER
42720,SCC.CHW.CHWP1VFD_SPEED,SCC,CHW,CHWP1VFD_SPEED
42721,SCC.CHW.Pump2_SPEED,SCC,CHW,Pump2_SPEED
42722,SCC.CHW.Pump2_Start/Stop,SCC,CHW,Pump2_Start/Stop
42723,SCC.CHW.CHWP2VFD_FREQ OUTPUT,SCC,CHW,CHWP2VFD_FREQ OUTPUT
42724,SCC.CHW.CHWP2VFD_PCT OUTPUT,SCC,CHW,CHWP2VFD_PCT OUTPUT
42725,SCC.CHW.CHWP2VFD_POWER,SCC,CHW,CHWP2VFD_POWER
42726,SCC.CHW.CHWP2VFD_SPEED,SCC,CHW,CHWP2VFD_SPEED
42727,SCC.CHW.CLGEN,SCC,CHW,CLGEN
42728,SCC.CHW.ECONOMIZER,SCC,CHW,ECONOMIZER
42729,SCC.CHW.ENABLE,SCC,CHW,ENABLE
42730,SCC.CHW.EOLDP SP,SCC,CHW,EOLDP SP
42731,SCC.CHW.LEADLAG,SCC,CHW,LEADLAG
42735,SCC.CHW.Outside Air Temp Virt,SCC,CHW,Outside Air Temp Virt
42822,SCHM.CHW.BLDGFLOW,SCHM,CHW,BLDGFLOW
42823,SCHM.CHW.Building Chilled Water Return Temp,SCHM,CHW,Building Chilled Water Return Temp
42824,SCHM.CHW.Building Chilled Water Supply Temp,SCHM,CHW,Building Chilled Water Supply Temp
42825,SCHM.CHW.CHWP1,SCHM,CHW,CHWP1
42826,SCHM.CHW.Loop Chilled Water Return Temp,SCHM,CHW,Loop Chilled Water Return Temp
42827,SCHM.CHW.Loop Chilled Water Supply Temp,SCHM,CHW,Loop Chilled Water Supply Temp
42828,SCHM.CHW.LOOPCHWRPSI,SCHM,CHW,LOOPCHWRPSI
42829,SCHM.CHW.LOOPCHWSPSI,SCHM,CHW,LOOPCHWSPSI
42830,SCHM.CHW.LOOPDP,SCHM,CHW,LOOPDP
42831,SCHM.CHW.LOOPFLOW,SCHM,CHW,LOOPFLOW
43094,SEGU.CHW.1ST STAGE,SEGU,CHW,1ST STAGE
43095,SEGU.CHW.2ND STAGE,SEGU,CHW,2ND STAGE
43096,SEGU.CHW.3RD STAGE,SEGU,CHW,3RD STAGE
43097,SEGU.CHW.BRIDGE,SEGU,CHW,BRIDGE
43098,SEGU.CHW.BRIDGESIG,SEGU,CHW,BRIDGESIG
43101,SEGU.CHW.Building Chilled Water Flow,SEGU,CHW,Building Chilled Water Flow
43102,SEGU.CHW.Building Chilled Water Return Temp,SEGU,CHW,Building Chilled Water Return Temp
43103,SEGU.CHW.Building Chilled Water Supply Temp,SEGU,CHW,Building Chilled Water Supply Temp
43104,SEGU.CHW.Call,SEGU,CHW,Call
43105,SEGU.CHW.CHWP,SEGU,CHW,CHWP
43107,SEGU.CHW.CHWP1,SEGU,CHW,CHWP1
43108,SEGU.CHW.Pump1_SPEED,SEGU,CHW,Pump1_SPEED
43109,SEGU.CHW.Pump1_VFD_POWER,SEGU,CHW,Pump1_VFD_POWER
43110,SEGU.CHW.CHWP2,SEGU,CHW,CHWP2
43111,SEGU.CHW.Pump2_SPEED,SEGU,CHW,Pump2_SPEED
43112,SEGU.CHW.Pump2_VFD_POWER,SEGU,CHW,Pump2_VFD_POWER
43113,SEGU.CHW.CHWRDIFSETPT,SEGU,CHW,CHWRDIFSETPT
43114,SEGU.CHW.CHWRSIG,SEGU,CHW,CHWRSIG
43115,SEGU.CHW.DPALARM,SEGU,CHW,DPALARM
43116,SEGU.CHW.DPREF,SEGU,CHW,DPREF
43117,SEGU.CHW.DPSETPT,SEGU,CHW,DPSETPT
43118,SEGU.CHW.ECONOMIZER,SEGU,CHW,ECONOMIZER
43119,SEGU.CHW.ECONOSIG,SEGU,CHW,ECONOSIG
43120,SEGU.CHW.Loop Chilled Water Flow,SEGU,CHW,Loop Chilled Water Flow
43121,SEGU.CHW.Loop Chilled Water Return Temp,SEGU,CHW,Loop Chilled Water Return Temp
43122,SEGU.CHW.Loop Chilled Water Return Temp Sp,SEGU,CHW,Loop Chilled Water Return Temp Sp
43123,SEGU.CHW.Loop Chilled Water Supply Temp,SEGU,CHW,Loop Chilled Water Supply Temp
43124,SEGU.CHW.Loop Chilled Water Supply Temp Sp,SEGU,CHW,Loop Chilled Water Supply Temp Sp
43127,SEGU.CHW.LOOPMATHDP,SEGU,CHW,LOOPMATHDP
43128,SEGU.CHW.Outside Air Temp,SEGU,CHW,Outside Air Temp
44306,SHIELDS.CHW.BTONS,SHIELDS,CHW,BTONS
44307,SHIELDS.CHW.ECONOMIZER,SHIELDS,CHW,ECONOMIZER
44308,SHIELDS.CHW.ENABLE,SHIELDS,CHW,ENABLE
44309,SHIELDS.CHW.EOL DP,SHIELDS,CHW,EOL DP
44310,SHIELDS.CHW.EOLDP SP,SHIELDS,CHW,EOLDP SP
44311,SHIELDS.CHW.LOOP DP,SHIELDS,CHW,LOOP DP
44312,SHIELDS.CHW.LTONS,SHIELDS,CHW,LTONS
44313,SHIELDS.CHW.OA ENABLE,SHIELDS,CHW,OA ENABLE
44314,SHIELDS.CHW.P1_FREQ OUTPUT,SHIELDS,CHW,P1_FREQ OUTPUT
44315,SHIELDS.CHW.P1_POWER,SHIELDS,CHW,P1_POWER
44712,SLAB.CHW.1ST STAGE,SLAB,CHW,1ST STAGE
44713,SLAB.CHW.2ND STAGE,SLAB,CHW,2ND STAGE
44714,SLAB.CHW.3RD STAGE,SLAB,CHW,3RD STAGE
44715,SLAB.CHW.BLDGDP1,SLAB,CHW,BLDGDP1
44716,SLAB.CHW.BLDGDP2,SLAB,CHW,BLDGDP2
44717,SLAB.CHW.BLDGDP3,SLAB,CHW,BLDGDP3
44718,SLAB.CHW.BOTHECONVLVS,SLAB,CHW,BOTHECONVLVS
44719,SLAB.CHW.BOTHPUMPS,SLAB,CHW,BOTHPUMPS
44723,SLAB.CHW.Building Chilled Water Flow,SLAB,CHW,Building Chilled Water Flow
44724,SLAB.CHW.Building Chilled Water Return Temp,SLAB,CHW,Building Chilled Water Return Temp
44725,SLAB.CHW.Building Chilled Water Supply Temp,SLAB,CHW,Building Chilled Water Supply Temp
44726,SLAB.CHW.Call,SLAB,CHW,Call
44728,SLAB.CHW.CHWP3,SLAB,CHW,CHWP3
44729,SLAB.CHW.Pump3_SPEED,SLAB,CHW,Pump3_SPEED
44730,SLAB.CHW.CHWP4,SLAB,CHW,CHWP4
44731,SLAB.CHW.Pump4_SPEED,SLAB,CHW,Pump4_SPEED
44732,SLAB.CHW.CHWRDIFFSP,SLAB,CHW,CHWRDIFFSP
44733,SLAB.CHW.CHWRSIG,SLAB,CHW,CHWRSIG
44734,SLAB.CHW.ECONOSIG,SLAB,CHW,ECONOSIG
44735,SLAB.CHW.ECONVLV1,SLAB,CHW,ECONVLV1
44736,SLAB.CHW.ECONVLV2,SLAB,CHW,ECONVLV2
44737,SLAB.CHW.EOLDPSP,SLAB,CHW,EOLDPSP
44738,SLAB.CHW.EOLDPSPV,SLAB,CHW,EOLDPSPV
44739,SLAB.CHW.FLOWSIG,SLAB,CHW,FLOWSIG
44740,SLAB.CHW.LEADECONVLV,SLAB,CHW,LEADECONVLV
44741,SLAB.CHW.Loop Chilled Water Flow,SLAB,CHW,Loop Chilled Water Flow
44742,SLAB.CHW.Loop Chilled Water Return Temp,SLAB,CHW,Loop Chilled Water Return Temp
44743,SLAB.CHW.Loop Chilled Water Supply Temp,SLAB,CHW,Loop Chilled Water Supply Temp
44744,SLAB.CHW.Loop Chilled Water Supply TempSP,SLAB,CHW,Loop Chilled Water Supply TempSP
44745,SLAB.CHW.LOOPDP,SLAB,CHW,LOOPDP
44746,SLAB.CHW.LOOPFLOWPERCENT,SLAB,CHW,LOOPFLOWPERCENT
44747,SLAB.CHW.MAXLOOPFLOW,SLAB,CHW,MAXLOOPFLOW
44748,SLAB.CHW.OSACOOLINGON,SLAB,CHW,OSACOOLINGON
44749,SLAB.CHW.OSAOK,SLAB,CHW,OSAOK
44750,SLAB.CHW.SEAWATERDPSP,SLAB,CHW,SEAWATERDPSP
44889,SLEC.CHW.BRIDGE,SLEC,CHW,BRIDGE
44890,SLEC.CHW.Building Chilled Water Supply Temp,SLEC,CHW,Building Chilled Water Supply Temp
44891,SLEC.CHW.CHWP7,SLEC,CHW,CHWP7
44892,SLEC.CHW.CHWP8,SLEC,CHW,CHWP8
44893,SLEC.CHW.CHWRDIFFSP,SLEC,CHW,CHWRDIFFSP
44894,SLEC.CHW.CHWRSIG,SLEC,CHW,CHWRSIG
44895,SLEC.CHW.ECONOVLV1,SLEC,CHW,ECONOVLV1
44896,SLEC.CHW.ECONOVLV2,SLEC,CHW,ECONOVLV2
44897,SLEC.CHW.Loop Chilled Water Supply Temp,SLEC,CHW,Loop Chilled Water Supply Temp
44898,SLEC.CHW.Loop Chilled Water Supply TempSP,SLEC,CHW,Loop Chilled Water Supply TempSP
45194,SMOA.CHW.BTUMETER_ENERGY RATE,SMOA,CHW,BTUMETER_ENERGY RATE
45195,SMOA.CHW.BTUMETER_M1 ENER TOTL,SMOA,CHW,BTUMETER_M1 ENER TOTL
45196,SMOA.CHW.BTUMETER_RETURN TEMP,SMOA,CHW,BTUMETER_RETURN TEMP
45197,SMOA.CHW.BTUMETER_SUPPLY TEMP,SMOA,CHW,BTUMETER_SUPPLY TEMP
45198,SMOA.CHW.BTUMETER_VOLUME RATE,SMOA,CHW,BTUMETER_VOLUME RATE
45199,SMOA.CHW.Building Chilled Water Flow,SMOA,CHW,Building Chilled Water Flow
45200,SMOA.CHW.Building Chilled Water Return Temp,SMOA,CHW,Building Chilled Water Return Temp
45201,SMOA.CHW.Building Chilled Water Supply Temp,SMOA,CHW,Building Chilled Water Supply Temp
45202,SMOA.CHW.BYPVALVE,SMOA,CHW,BYPVALVE
45212,SMOA.CHW.CH1_ACTIVE MODE,SMOA,CHW,CH1_ACTIVE MODE
45213,SMOA.CHW.CH1_ALARMDIGOUT,SMOA,CHW,CH1_ALARMDIGOUT
45214,SMOA.CHW.CH1_CHLROPMODE,SMOA,CHW,CH1_CHLROPMODE
45215,SMOA.CHW.CH1_CHW RET TEMP,SMOA,CHW,CH1_CHW RET TEMP
45216,SMOA.CHW.CH1_CHW SUP TEMP,SMOA,CHW,CH1_CHW SUP TEMP
45217,SMOA.CHW.CH1_CLEARALARM,SMOA,CHW,CH1_CLEARALARM
45218,SMOA.CHW.CH1_EXTERNALALM,SMOA,CHW,CH1_EXTERNALALM
45219,SMOA.CHW.CH1_FAULT ALM,SMOA,CHW,CH1_FAULT ALM
45220,SMOA.CHW.CH1_FAULTALMCODE,SMOA,CHW,CH1_FAULTALMCODE
45221,SMOA.CHW.CH1_PROBALRMCODE,SMOA,CHW,CH1_PROBALRMCODE
45222,SMOA.CHW.CH1_PROBLEM ALM,SMOA,CHW,CH1_PROBLEM ALM
45223,SMOA.CHW.CH1_UNIT STATUS,SMOA,CHW,CH1_UNIT STATUS
45224,SMOA.CHW.CH1DP,SMOA,CHW,CH1DP
45233,SMOA.CHW.CH2_ALARMDIGOUT,SMOA,CHW,CH2_ALARMDIGOUT
45234,SMOA.CHW.CH2_CHLROPMODE,SMOA,CHW,CH2_CHLROPMODE
45235,SMOA.CHW.CH2_CHW RET TEMP,SMOA,CHW,CH2_CHW RET TEMP
45236,SMOA.CHW.CH2_CHW SUP TEMP,SMOA,CHW,CH2_CHW SUP TEMP
45237,SMOA.CHW.CH2_CLEARALARM,SMOA,CHW,CH2_CLEARALARM
45238,SMOA.CHW.CH2_EXTERNALALM,SMOA,CHW,CH2_EXTERNALALM
45239,SMOA.CHW.CH2_FAULT ALM,SMOA,CHW,CH2_FAULT ALM
45240,SMOA.CHW.CH2_FAULTALMCODE,SMOA,CHW,CH2_FAULTALMCODE
45241,SMOA.CHW.CH2_PROBALRMCODE,SMOA,CHW,CH2_PROBALRMCODE
45242,SMOA.CHW.CH2_PROBLEM ALM,SMOA,CHW,CH2_PROBLEM ALM
45243,SMOA.CHW.CH2_UNIT STATUS,SMOA,CHW,CH2_UNIT STATUS
45244,SMOA.CHW.CH2DP,SMOA,CHW,CH2DP
45245,SMOA.CHW.CHLRSEQ,SMOA,CHW,CHLRSEQ
45247,SMOA.CHW.Pump1_ALARM,SMOA,CHW,Pump1_ALARM
45248,SMOA.CHW.Pump1_PROOF,SMOA,CHW,Pump1_PROOF
45249,SMOA.CHW.Pump1_SPEED,SMOA,CHW,Pump1_SPEED
45250,SMOA.CHW.Pump1_Start/Stop,SMOA,CHW,Pump1_Start/Stop
45251,SMOA.CHW.Pump1_VFD_DRIVE KWH,SMOA,CHW,Pump1_VFD_DRIVE KWH
